#,Àlies,Org.,Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
,,3511,46106,"DIPUTACIÓ DE BARCELONA. POLÍTIQUES D'IGUALTAT,,,",0,0,0,0
,,3512,45053,GENERALITAT DE CATALUNYA. PROTECCIO ANIMALS DE COMPANYIA,0,0,0,0
,,3512,46108,Diputació BCN. Conveni Salut Pública,4005,2595,6600,6600
,,3513,46129,Diputació BCN. Activitats en matèria de consum,1433.7,17481.3,18915,18915
,,3514,32910,SERVEIS ESPECIALS DE VIGILANCIA,0,0,0,713.3
,,3514,39190,"ALTRES MULTES I SANCIONS.,,,",0,0,0,8305
,,3514,46108,Diputació BCN. Conveni Salut Pública,6246,5654,11900,11900
,,3521,42094,ORG AUT INSTITUTO DE LA MUJER. EMPLEABILITAT DE LES DONES.,0,43000,43000,43000
,,3521,45019,GENERALITAT DE CATALUNYA. POLÍTIQUES DE DONES.,0,46000,46000,46309
,,3521,46101,Diputació BCN. Conveni PADI,49000,8024.42,57024.42,5400
,,3521,46106,"DIPUTACIÓ DE BARCELONA. POLÍTIQUES D'IGUALTAT,,,,",0,0,0,0
,,3522,46104,DIPUTACIÓ. AGENT D'IGUALTAT.,0,4000,4000,0
,,3522,46106,Diputació BCN. Polítiques d'igualtat,4500,14024.41,18524.41,0
,,3522,46197,Diputació de Barcelona. Conveni congr. dones Barcelonès Nord,0,12871,12871,12469.51
,,5110,45056,Generalitat de Catalunya. AODL,0,27045.55,27045.55,27045.55
,,5110,39901,"Repercussió anuncis de les licitacions,,,,,",8325,0,8325,541.42
,,5110,46109,DIPUTACIÓ DE BARCELONA. FULLETÓ-GUIA PROMOCIONAL MUSEU.,0,0,0,0
,,5110,75099,Generalitat de Catalunya,0,511216.06,511216.06,106573.22
,,5130,32502,Llicències d'obertura,250000,0,250000,326341.62
,,5130,32503,Llicències d'obres,250000,0,250000,288358.2
,,5130,39904,Desperfectes i obres exec. subs.,50527.68,6055.55,56583.23,57481.75
,,5130,39907,Instal·lacions de radiocomunicació,19800,0,19800,32000
,,5140,32509,TAXA DESPESES GESTIÓ CANVI TITULARITAT CONCESSIÓ APARCAMENT,0,0,0,0
,,5140,55004,Concessions Administratives,0,0,0,0
,,5140,72002,Ministeri de cultura. Biblioteca del Fondo,0,0,0,300000
,,5140,75004,GENERALITAT DE CATALUNYA.LLEI DE BARRIS,0,0,0,0
,,5140,75016,"Generalitat de Catalunya. Escola Bressol """"Oliveres""""",0,0,0,168265.04
,,5140,75081,Generalitat de Catalunya,1600000,0,1600000,0
,,5140,76106,DIPUTACIO DE BARCELONA.GESTIÓ TELEMÀTICA DEL REG,0,0,0,0
,,5140,76109,Diputació de Barcelona. Complex Multiequip.complex Oliveres,0,0,0,126091.51
,,5140,76111,Diputació de Barcelona. Millora de carrers.,0,0,0,0
,,5140,76118,Diputació de Barcelona. Pla de concertació 2008-2011,0,839253.15,839253.15,170703.17
,,5140,76500,"CONSELL COMARCAL.SUPORT OBRES URBANITZACIÓ EDEQUACIÓ EQUIP,,",0,0,0,0
,,5140,91303,"PRESTECS ENTITAT FNANCERA. CAIXA EST.CATALUNYA,,",0,0,0,0
,,5140,38901,"REINTEGRAMENTS PRESSUPOSTOS TANCATS (DESPESA CORRENT),,",0,0,0,0
,,5140,39701,Aprofitament urbanístic,0,0,0,600000
,,5140,55002,Concessions administratives (Mercat de Fondo),0,1531273.43,1531273.43,0
,,5140,60002,"ALIENACIÓ DE TERRENYS SENSE EDIFICAR,,",0,0,0,0
,,5140,72001,IMSERSO: SUPRESIÓ BARRERES ARQUITECTÓNIQUES,0,0,0,0
,,5140,74100,ALTRES SUBVENCIONS,0,0,0,0
,,5140,75001,GENERALITAT DE CATALUNYA. TEATRE SEGARRA,0,10861.45,10861.45,10861.45
,,5140,75005,GENERALITAT. PUOSC,0,313247.8,313247.8,39592.79
,,5140,75010,GENERALITAT DE CATALUNYA.REMODELACIÓ MERCAT FONDO,0,29273.4,29273.4,29273.4
,,5140,75015,Generalitat-Feder Rbla. Sant Sebastià.,0,0,0,0
,,5140,75017,GENERALITAT DE CATALUNYA.ESCOLA BRESSOL SINGUERLIN,0,0,0,1136.46
,,5140,75018,GENERALITAT DE CATALUNYA: ESCOLA BRESSOL FONDO,0,410000,410000,124334.37
,,5140,75021,GENERALITAT DE CATALUNYA:LLAR RESIDENCIA DESCAPACITATS CDIAP,0,304310.75,304310.75,304310.75
,,5140,75022,GENERALITAT DE CATALUNYA.CEIP SANT JUST,0,3142481.76,3142481.76,3142481.76
,,5140,75024,GENERALITAT DE CATALUNYA. LLAR INFANTS SANT JUST,0,265097.65,265097.65,265097.65
,,5140,76100,DIPUTACIÓ DE BARCELONA. TEATRE SAGARRA,0,47653.13,47653.13,47653.13
,,5140,76102,"DIPUTACIO DE BARCELONA. MOBILIARI URBA I JOCS INFANTILS,",0,0,0,0
,,5140,76104,DIPUTACIÓ DE BARCELONA.NOU CAMP DE FUTBOL OLIVERES (2N FASE),0,84750.7,84750.7,0
,,5140,76105,DIPUTACIO DE BARCELONA.Actuació biblioteques,0,1500000,1500000,454251.22
,,5140,76107,DIPUTACIÓ DE BARCELONA.REFORMA CENTRE JOAN PAIRÓ,0,0,0,0
,,5140,76108,DIPUTACIÓ DE BARCELONA.ADEQÜACIÓ LOCAL OFICINES DEL CIRD,0,0,0,0
,,5140,76113,Diputació de Barcelona. Millora edifici Ajuntament.,0,0,0,0
,,5140,76115,Diputació de Barcelona. Reparacions Biblioteca C.Peixauet,0,7330.91,7330.91,0
,,5140,76116,Diputació de Barcelona. Oficina de la Dependència,0,594307.81,594307.81,594307.81
,,5140,76199,Diputació de Barcelona,0,397769.97,397769.97,76981.46
,,5140,76301,MANCOMUNITAT DE MUNICIPIS BARCELONA: OPERACIONS VERTEBRADORE,1068367.44,161059.65,1229427.09,1068367.44
,,5140,76302,MANCOMUNITAT DE MUNICIPIS BARCELONA: C.A.M.E.,0,2208769.29,2208769.29,1007996.05
,,5140,76303,Mancomunitat de Municipis (CAME),1000000,1492908.91,2492908.91,393485.41
,,5140,79103,FONS EUROPEUS DESENV.REGIONAL (FEDER),0,19545.62,19545.62,0
,,5140,91301,PRESTECS REBUTS A MIG I LLARG TERMINI. FORA SECTOR PÚBLIC,0,0,0,0
,,5220,55002,"CONCESSIONS ADMINISTRATIVES,,,",0,0,0,26652.06
,,5220,47010,FUNERARIA STA COLOMA S.A.CAMPANYA DE SENSIBILITZACIÓ,0,28000,28000,28000
,,5221,46110,"DIPUTACIO DE BARCELONA.DESPERFECTES TEMPORAL VENT GENER 09,",0,0,0,0
,,5222,45101,AGENCIA DE RESIDUS DE CATALUNYA. FORM,0,116388,116388,0
,,5222,75101,AGENCIA DE RESIDUS DE CATALANYA. FORM,0,131152,131152,0
,,5222,30200,Escombrares industrials,1067039.16,0,1067039.16,1147233.48
,,5222,46603,ENTITAT METROPOLITANA MEDI AMBIENT,0,135033.98,135033.98,0
,,5222,76601,Entitat Metropolitana Serveis Hidràulics,0,24836.44,24836.44,0
,,5224,55002,"CONCESSIONS ADMINISTRATIVES,,,,",0,0,0,9268.34
,,5224,55006,LLOGUERS PARADES MERCATS.,0,0,0,12602.7
,,5224,32902,Mercats,442268.79,0,442268.79,461498.46
,,5225,55001,Concessió administrativa Cementiri Municipal,35787.11,0,35787.11,16107.12
,,5226,76106,DIPUTACIO DE BARCELONA.GESTIÓ TELEMÀTICA DEL REG,0,197109.47,197109.47,0
,,5226,46110,"DIPUTACIO DE BARCELONA.DESPERFECTES TEMPORAL VENT GENER 09,,",0,0,0,0
,,5226,76101,DIPUTACIO DE BARCELONA. MOBILIARI URBA,0,0,0,0
,,5226,76199,Diputació de Barcelona,0,267937.54,267937.54,0
,,5229,36001,Venda de paper i cartró,127027.82,0,127027.82,140231.02
,,5229,46603,Entitat Metropolitana Medi Ambient. Recollida Selectiva,290367.21,0,290367.21,204793.31
,,5229,55003,RETORN CANON DEPOSICIÓ DE RESIDUS,0,5332.72,5332.72,29093.99
,,5230,76110,DIPUTACIO DE BARCELONA.CON.AIGUES FREAT.C PEIXAUET-PARC MOLI,0,52890.53,52890.53,0
,,5230,39904,Desperfectes i obres exec. subs.,13347.32,0,13347.32,1231
,,5230,39906,Connexió de clavegueram,6673.66,0,6673.66,-3508.7
,,5231,76111,Diputació de Barcelona. Millora de carrers.,0,3101.82,3101.82,0
,,5231,42090,"ALTRES TRANSF CORRENTS DE LA ADMÓN GENERAL DE L'ESTAT.,,,",0,0,0,0
,,5231,72001,IMSERSO FUNDACIO ONCE. PASSOS DE VIANANTS,0,53076.85,53076.85,0
,,5231,75003,SUBVENCIÓ PEL CENTRE D'ACCIÓ EDUCATIVA PETIT PRINCEP,0,0,0,0
,,5231,76199,Diputació de Barcelona,0,400000,400000,196036.66
,,5231,79703,MINISTERI DE TREBALL S.S. OBRES ACCESIBILITAT,0,0,0,0
,,5232,39908,"Altres ingressos,,,",0,0,0,12152.17
,,5233,77001,Transports de Barcelona SA. Aportació,0,0,0,0
,,5234,46110,"DIPUTACIO DE BARCELONA.DESPERFECTES TEMPORAL VENT GENER 0,,,",0,0,0,0
,,5234,75025,GENERALITAT DE CATALUNYA. TECNOLOGIES ENLLUMENAT.,0,0,0,0
,,5234,76199,Diputació de Barcelona,0,70000,70000,0
,,5235,76102,"DIPUTACIO DE BARCELONA. MOBILIARI URBA I JOCS INFANTILS,,",0,0,0,0
,,5235,76103,DIPUTACIÓ DE BARCELONA. ENLLUMENAT PUBLIC,0,0,0,0
,,5235,76199,Diputació de Barcelona,0,200000,200000,0
,,5240,39190,"ALTRES MULTES I SANCIONS.,,,,",0,0,0,27977.42
,,5240,39903,"IMPREVISTOS,,,,,",0,0,0,0
,,5240,33103,Plaques de guals,1200,0,1200,749
,,5240,33903,"OCUPACIO DE LA VIA PUBLICA,",0,0,0,12410.14
,,5250,46103,Festival de Música Independent.,0,18000,18000,18000
,,5250,46117,Diputació de Barcelona. Promoció del turisme gastronòmic.,0,0,0,0
,,5250,46136,DIPUTACIÓ DE BARCELONA. DINAMITZACIÓ CENTRE COMERCIAL URBÀ,0,15000,15000,15000
,,5250,46154,DIPUTACIÓ DE BARCELONA. DINAMITZACIÓ MERCATS MUNICIPALS.,0,10000,10000,0
,,5250,45058,Generalitat de Catalunya. Tic als Mercats.,0,0,0,0
,,5250,45059,Generalitat de Catalunya. Dinamització de Mercats.,0,0,0,0
,,5250,46134,"DIPUTACIÓ DE BARCELONA.PLANS DINAMITZACIÓ FONDO,CENTRE",0,44000,44000,42502.79
,,5250,46150,Diputació de Barcelona.Pol.Local Mercats Municipals,0,355.76,355.76,7000
,,5310,39701,"APROFITAMENT URBANISTIC,",0,0,0,0
,,5310,45029,GENERALITAT DE CATALUNYA.CONVENI COL.OFICINA HABITATGE,0,72402,72402,72402
,,5310,68001,REINTEGRAMENTS PRESSUPOSTOS TANCATS (DESPESES CAPITAL),0,0,0,96000
,,5310,76301,MANCOMUNITAT DE MUNICIPIS BARCELONA: OPERACIONS VERTEBRADORE,0,3426.05,3426.05,14527.18
,,5310,76303,Mancomunitat de Municipis (CAME),0,0,0,293331.92
,,6100,39901,DESPESES DE PUBLICITAT: ANUNCIS LICITACIONS,0,0,0,0
#TOT.,,,,,81048249.02,78122178.15,159170427.17,107094982.25
