#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
,,2900,92005,12101,Complement específic funcionaris,46747.92,0,46747.92,54461.71
,,2900,92005,12103,Altres complements funcionaris,16836.36,-5000,11836.36,8765.97
,,2900,92005,13000,Retribucions bàsiques personal laboral,24606.8,0,24606.8,23059.82
,,2900,92005,13002,Altres remuneracions,2327.76,0,2327.76,2224.3
,,2900,92005,16000,Seguretat social,45702.48,0,45702.48,50950.81
,,2900,92005,20600,Lloguer equips informàtics,15000,1600.08,16600.08,17391.57
,,2900,92005,21301,Manteniment instal.lacions,72000,0,72000,69430.07
,,2900,92005,22000,Material d'oficina,90000,-15500,74500,73665.34
,,2900,92005,22103,Combustibles,67000,-10000,57000,55732.42
,,2900,92005,22104,Vestuari,97000,-18000,79000,56745.44
,,2900,92005,22110,Material neteja,40000,0,40000,22055.99
,,2900,92005,22699,Altres despeses diverses,1000,0,1000,932.03
,,2900,92005,62501,Mobiliari,10000,20000,30000,10944.06
,,2900,92006,22699,Altres despeses,2600,0,2600,2394.64
,,2900,92008,20201,Lloguers (local informàtica),6079.05,-3779.42,2299.63,480
,,2900,92015,60001,Adquisició de sòl,0,0,0,0
,,2900,92015,62601,Equips procesos d'informació,0,21942.55,21942.55,6467.96
,,2900,92016,21202,Manteniment edificis patrimonials,60000,0,60000,65061.17
,,2900,92016,21204,Manteniment i conservació habitatges públics,50000,-44000,6000,3594.79
,,2900,92016,22400,Assegurances,280000,-26220.58,253779.42,239085.94
,,2910,92006,15000,Productivitat,0,0,0,0
,,2910,92006,12000,Retribució sou base funcionari A1,17432.79,0,17432.79,15229.59
,,2910,92006,12003,Retribució sou base funcionari C1,23340.89,0,23340.89,20334.93
,,2910,92006,12006,Triennis,986.43,0,986.43,1364.99
,,2910,92006,12100,Complement Destí  funcionaris,13438.32,0,13438.32,12899.47
,,2910,92006,12101,Complement específic funcionaris,21781.08,0,21781.08,20819.75
,,2910,92006,16000,Seguretat social,22815.48,0,22815.48,21732.24
,,3000,13200,15000,Productivitat,0,0,0,0
,,3000,13200,11000,RETRIBUCIONS BÀSIQUES.,13308.6,0,13308.6,13308.6
,,3000,13200,11001,Retribucions Complementàries Eventual Ga,46691.4,0,46691.4,42830.34
,,3000,13200,12003,Retribució sou base funcionari C1,13085.15,0,13085.15,10851.33
,,3000,13200,12006,Triennis,1946.94,0,1946.94,2104.8
,,3000,13200,12100,Complement Destí  funcionaris,3660.12,0,3660.12,3660.12
,,3000,13200,12101,Complement específic funcionaris,13768.8,0,13768.8,13768.8
,,3000,13200,16000,Seguretat social,20953.56,0,20953.56,18444.78
,,3100,13200,14300,Despeses per substitucions,0,0,0,3609.11
,,3100,13200,15000,Productivitat,0,0,0,0
,,3100,13200,15100,Gratificacions treballs extraordinaris,0,0,0,19320.89
,,3100,13200,22603,Publicacio diaris oficials,0,0,0,160
,,3100,13200,62300,Maquinària,0,12154,12154,12095.27
,,3100,13200,62601,Equips procesos d'informació,0,18412.34,18412.34,18392
,,3100,13200,63400,Elements de transport,0,5988.37,5988.37,5702.7
,,3100,13200,12000,Retribució sou base funcionari A1,22140.7,0,22140.7,17724.65
,,3100,13200,12003,Retribució sou base funcionari C1,62054.81,0,62054.81,42320.18
,,3100,13200,12004,Retribució sou base funcionari C2,127132.29,0,127132.29,100261.22
,,3100,13200,12006,Triennis,28834.74,0,28834.74,30793.75
,,3100,13200,12100,Complement Destí  funcionaris,73393.2,0,73393.2,69616.76
,,3100,13200,12101,Complement específic funcionaris,280637.16,0,280637.16,273139.17
,,3100,13200,13000,Retribucions bàsiques personal laboral,75699.04,0,75699.04,70478.1
,,3100,13200,13002,Altres remuneracions,11139.6,0,11139.6,10986.46
,,3100,13200,16000,Seguretat social,201025.48,0,201025.48,167831.33
,,3100,13200,21303,Manteniment i reparació d'equips,25500,5808.24,31308.24,31214.93
,,3100,13200,21401,Manteniment i neteja de vehicles,31467.77,34527.26,65995.03,60777.3
,,3100,13200,22199,Altre subministrament,4250,0,4250,3254.48
,,3100,13200,22203,Comunicacions informàtiques,3485,0,3485,0
,,3100,13200,22300,Transports,425,0,425,0
,,3100,13200,22611,Pla d'emergència,5210.5,-3939.85,1270.65,961.95
,,3100,13200,22699,Altres despeses,10602.05,0,10602.05,12620.79
,,3100,13200,49000,Transferència Fòrum Europeu,2685.15,3939.85,6625,6625
,,3100,13300,22703,Arrossegament de vehicles,1000000,379891.89,1379891.89,1360833.36
,,3200,13200,15000,Productivitat,0,0,0,0
,,3200,13200,15100,Gratificacions treballs extraordinaris,0,57000,57000,168836.73
,,3200,13200,12000,Retribució sou base funcionari A1,20208.24,0,20208.24,16758.42
,,3200,13200,12003,Retribució sou base funcionari C1,29519.61,45000,74519.61,34765.67
,,3200,13200,12004,Retribució sou base funcionari C2,1144476.12,88000,1232476.12,955638.84
,,3200,13200,12006,Triennis,131041.08,0,131041.08,139012.8
,,3200,13200,12100,Complement Destí  funcionaris,395555.28,0,395555.28,399762.37
,,3200,13200,12101,Complement específic funcionaris,1699386.24,0,1699386.24,1706895.24
,,3200,13200,12103,Altres complements funcionaris,3913.08,0,3913.08,10935.33
,,3200,13200,16000,Seguretat social,1079412.16,0,1079412.16,1014460.25
,,3200,13200,22699,Altres despeses,2825,5779.42,8604.42,7881.56
,,4000,23108,13100,Retribucions personal laboral eventual,0,50204.91,50204.91,20509.6
,,4000,23108,15000,Productivitat,0,0,0,0
,,4000,23108,20300,Arrendaments de la maquinaria instalacions i utillatge,0,0,0,9468.9
,,4000,23108,22300,Transports,0,0,0,179.98
,,4000,23108,22699,Altres despeses diverses,0,2518.23,2518.23,164.6
,,4000,23108,22706,Estudis i treballs tecnics,0,0,0,17958.67
,,4000,23108,22710,Contractes activitats artistiques i culturals,0,0,0,2797.5
,,4000,23108,62301,Instal·lacions,0,481.77,481.77,0
,,4000,23108,11000,RETRIBUCIONS BÀSIQUES.,24785.88,0,24785.88,17376.69
,,4000,23108,11001,Retribucions Complementàries Eventual Ga,38969.28,0,38969.28,43058.49
,,4000,23108,12003,Retribució sou base funcionari C1,11674.08,0,11674.08,10157.16
,,4000,23108,12006,Triennis,605.13,0,605.13,684.06
,,4000,23108,12100,Complement Destí  funcionaris,3660.12,0,3660.12,3660.12
,,4000,23108,12101,Complement específic funcionaris,6529.8,0,6529.8,6529.8
,,4000,23108,13000,Retribucions bàsiques personal laboral,88616.69,0,88616.69,82199.81
,,4000,23108,13002,Altres remuneracions,27720.48,0,27720.48,27109.75
,,4000,23108,16000,Seguretat social,50204.64,7785.48,57990.12,52372.57
,,4000,23108,22709,Contractes desenvolupament serveis,380402.7,252817.53,633220.23,542899.18
,,5000,23000,15000,Productivitat,0,0,0,0
,,5000,23000,22603,Anuncis oficials,0,0,0,1806.56
,,5000,23000,11000,RETRIBUCIONS BÀSIQUES.,15583.92,0,15583.92,15773.53
,,5000,23000,11001,Retribucions Complementàries Eventual Ga,50691.4,0,50691.4,46673.27
,,5000,23000,13000,Retribucions bàsiques personal laboral,25136.04,0,25136.04,23596.88
,,5000,23000,13002,Altres remuneracions,998.52,0,998.52,998.52
,,5000,23000,16000,Seguretat social,20737.08,0,20737.08,20907.68
,,5000,23000,22699,Altres despeses,5000,-1600.08,3399.92,1496.35
,,5000,23108,22709,Contractes desenvolupament serveis,0,10100.22,10100.22,0
,,5000,32406,46701,Transferències a l'Heura,150954.15,11979.94,162934.09,159361.41
,,5000,92011,22603,Anuncis oficials,578,0,578,566.2
,,5020,23301,14300,Despeses per substitucions,0,0,0,2143.89
,,5020,23301,15000,Productivitat,0,0,0,0
,,5020,23301,12004,Retribució sou base funcionari C2,10726.23,0,10726.23,8949.75
,,5020,23301,12006,Triennis,2434.4,0,2434.4,2631.3
,,5020,23301,12100,Complement Destí  funcionaris,3120.84,21000,24120.84,3120.84
,,5020,23301,12101,Complement específic funcionaris,8518.32,0,8518.32,8518.32
,,5020,23301,13000,Retribucions bàsiques personal laboral,334479.05,0,334479.05,313754.44
,,5020,23301,13001,Treballs extraordinaris laborals,1789.8,0,1789.8,0
,,5020,23301,13002,Altres remuneracions,25454.76,0,25454.76,25336.15
,,5020,23301,16000,Seguretat social,123028.09,0,123028.09,116860.09
,,5021,23301,46400,EMT. Tarja Rosa de Transport,48775.92,18883.66,67659.58,67659.58
,,5022,23302,22699,Altres despeses,3000,0,3000,730.4
,,5022,23302,22709,Contractes desenvolupament serveis,499725.31,58289.25,558014.56,375076.02
,,5022,23302,48002,Transferències Serveis Socials a Institucions,29956,0,29956,29956
,,5023,23301,22300,Transports,0,0,0,1802.9
,,5023,23301,22699,Altres despeses,8345,0,8345,2513.99
,,5023,23301,22709,Contractes desenvolupament serveis,49000,0,49000,1735.34
,,5024,23101,22699,Altres despeses,3610,0,3610,906.23
,,5024,23101,22709,Contractes desenvolupament serveis,150000,73248.08,223248.08,271729.88
,,5024,23101,47902,Subvenció dèficit explotació concessionari SAD,1550775.79,126249.21,1677025,1624627.86
,,5100,23000,15000,Productivitat,0,0,0,0
,,5100,23000,12000,Retribució sou base funcionari A1,39248.36,0,39248.36,32932.78
,,5100,23000,12001,Retribució sou base funcionari A2,32251.48,0,32251.48,24182.68
,,5100,23000,12003,Retribució sou base funcionari C1,132679.98,0,132679.98,113838.58
,,5100,23000,12006,Triennis,29139.09,0,29139.09,31278.48
,,5100,23000,12100,Complement Destí  funcionaris,67500.36,0,67500.36,66127.15
,,5100,23000,12101,Complement específic funcionaris,137082.12,0,137082.12,134511.64
,,5100,23000,12103,Altres complements funcionaris,12665.28,0,12665.28,12665.28
,,5100,23000,13000,Retribucions bàsiques personal laboral,253119.03,0,253119.03,222060.08
,,5100,23000,13002,Altres remuneracions,27429.72,0,27429.72,27209.72
,,5100,23000,16000,Seguretat social,202174.8,0,202174.8,168832.49
,,5200,31302,13100,Retribucions personal laboral eventual,0,34918.97,34918.97,26946.41
,,5200,31302,15000,Productivitat,0,0,0,0
,,5200,31302,12000,Retribució sou base funcionari A1,17203.2,0,17203.2,11886.7
,,5200,31302,12001,Retribució sou base funcionari A2,15267.09,0,15267.09,13374.75
,,5200,31302,12003,Retribució sou base funcionari C1,12378.16,0,12378.16,10509.2
,,5200,31302,12006,Triennis,4641.75,0,4641.75,4904.55
,,5200,31302,12100,Complement Destí  funcionaris,14515.68,0,14515.68,13159.52
,,5200,31302,12101,Complement específic funcionaris,25592.28,0,25592.28,23659
,,5200,31302,13000,Retribucions bàsiques personal laboral,195871.36,0,195871.36,175942.56
,,5200,31302,13002,Altres remuneracions,37123.92,0,37123.92,33369.45
,,5200,31302,16000,Seguretat social,95739.6,8283.14,104022.74,100406.25
,,5202,31302,22104,VESTUARI,0,0,0,602.68
,,5202,31302,22709,Contractes i desenvolupament serveis,0,29414.1,29414.1,13640.81
,,5202,31302,62601,Equips procesos d informacio,0,888.92,888.92,888.9
,,5202,31302,22109,Material Tècnic,1912.84,0,1912.84,0
,,5202,31302,22699,Altres despeses,6237.16,-888.92,5348.24,2693.9
,,5202,31302,22706,Estudis i treballs tècnics,6889.7,0,6889.7,4717.5
,,5203,31301,22300,Transports,0,0,0,2376.28
,,5203,31301,22609,actes i exposicions,0,0,0,480
,,5203,31301,22709,Contractes i desenvolupament serveis,0,0,0,19742.54
,,5203,31301,22710,Contractes activitats artístiques i culturals,0,0,0,4080
,,5203,31301,22106,Productes farmacèutics i sanitaris,2575,0,2575,1920.73
,,5203,31301,22699,Altres despeses,4849.7,0,4849.7,1052.12
,,5203,31301,22706,Estudis i Treballs Tècnics,18000,5870,23870,9506.76
,,5203,31302,22706,Estudis i treballs tecnics,0,0,0,0
,,5205,31303,22699,Altres despeses,8500,0,8500,0
,,5205,31303,22709,Estudis,30959.75,8754,39713.75,34644.94
,,5209,23102,21401,Manteniment i neteja de vehicles,0,0,0,0
,,5209,23102,22111,"Sum de recanvis de maquinaria, utillatge i elemtos pte",0,0,0,79.06
,,5209,23102,22706,Estudis i treballs tecnics,0,0,0,505.78
,,5209,23102,22699,Altres despeses,1500,0,1500,0
,,5209,23102,22709,Contractes desenvolupament serveis,76800,36540,113340,106681.69
,,5232,31302,22104,VESTUARI,0,0,0,0
,,5300,23000,15000,Productivitat,0,0,0,0
,,5300,23000,11000,RETRIBUCIONS BÀSIQUES.,13308.6,0,13308.6,13308.6
,,5300,23000,11001,Retribucions Complementàries Eventual Ga,31691.4,0,31691.4,28901.76
,,5300,23000,16000,Seguretat social,12364.92,0,12364.92,12489
,,5310,23201,12001,SOUS DEL GRUP A2.,0,7434.37,7434.37,26576.57
,,5310,23201,15000,Productivitat,0,0,0,0
,,5310,23201,12000,Retribució sou base funcionari A1,17659.7,0,17659.7,26028.85
,,5310,23201,12004,Retribució sou base funcionari C2,10424.82,0,10424.82,8807.91
,,5310,23201,12006,Triennis,3155.54,0,3155.54,3877.62
,,5310,23201,12100,Complement Destí  funcionaris,9677.76,0,9677.76,23050.44
,,5310,23201,12101,Complement específic funcionaris,17937.48,0,17937.48,39704.97
,,5310,23201,13000,Retribucions bàsiques personal laboral,31680.96,0,31680.96,29316.99
,,5310,23201,13002,Altres remuneracions,8728.56,0,8728.56,8728.56
,,5310,23201,16000,Seguretat social,29312.52,0,29312.52,52101.04
,,5310,23201,22699,Altres despeses,565,0,565,1047.84
,,5311,23201,22709,Contractes desenvolupament serveis,65818.37,0,65818.37,49579.13
,,5312,23201,20300,Arrendaments de maquinaria instal lacions i utillatge,0,0,0,4255.59
,,5312,23201,22300,Transports,0,0,0,346.14
,,5312,23201,22699,Altres despeses diverses,0,0,0,181.5
,,5312,23201,22706,Estudis i treballs tècnics,0,0,0,12842.01
,,5312,23201,22710,Contractes activitats artístiques i culturals,0,0,0,1852
,,5312,23201,22709,Contractes desenvolupament serveis,15481.06,12150.49,27631.55,20961.29
,,5320,23205,15000,Productivitat,0,0,0,0
,,5320,23205,20300,Arrendaments de maquinaria instalacions i utillatge,0,0,0,4916.25
,,5320,23205,20500,Lloguer de mobiliari i altres elements,0,0,0,93.81
,,5320,23205,21201,Manteniment d'edificis,0,0,0,0
,,5320,23205,22300,Transports,0,0,0,4861.01
,,5320,23205,22602,Publicitat i propaganda,0,0,0,853.28
,,5320,23205,22606,"Reunions, conferèmcies i cursos",0,0,0,915
,,5320,23205,22709,CONTRACTES DESENVOLUPAMENT SERVEIS,0,0,0,30847.28
,,5320,23205,22710,Contractes activitats artístiques i culturals,0,0,0,4750.16
,,5320,23205,13000,Retribucions bàsiques personal laboral,61908.82,0,61908.82,57980.37
,,5320,23205,13002,Altres remuneracions,7657.08,0,7657.08,7657.08
,,5320,23205,16000,Seguretat social,22473.24,0,22473.24,22631.43
,,5320,23205,22001,"Premsa, revistes i llibres",2500,0,2500,3414.17
,,5320,23205,22609,Actes i exposicions,21731.26,6148,27879.26,4160.08
,,5320,23205,22699,Altres despeses,27000,18000,45000,5918.43
,,5320,23205,22706,Estudis i treballs tècnics,16381.89,0,16381.89,17086.28
,,5320,23205,48901,"Altres transferències, cooperació internacional",141570.27,3500,145070.27,141570.27
,,5400,33201,13001,HORES EXTRAORDINÀRIES,0,0,0,1065.9
,,5400,33201,13100,Retribucions personal laboral eventual,0,8200,8200,19815.04
,,5400,33201,14300,Despeses per substitucions,0,0,0,6864.14
,,5400,33201,15000,Productivitat,0,0,0,0
,,5400,33201,15100,Gratificacions treballs extraordinaris,0,10000,10000,10119.81
,,5400,33201,12003,Retribució sou base funcionari C1,213176.35,0,213176.35,191967.28
,,5400,33201,12004,Retribució sou base funcionari C2,20523.56,0,20523.56,17452.78
,,5400,33201,12006,Triennis,11408.6,0,11408.6,12569.05
,,5400,33201,12100,Complement Destí  funcionaris,72123.84,0,72123.84,73613.85
,,5400,33201,12101,Complement específic funcionaris,149844.72,0,149844.72,152882.95
,,5400,33201,13000,Retribucions bàsiques personal laboral,24513.76,0,24513.76,17111.85
,,5400,33201,13002,Altres remuneracions,933.48,0,933.48,1765.11
,,5400,33201,16000,Seguretat social,140384.72,0,140384.72,143173.83
,,5400,33301,12003,Retribucions sou base funcionari C1,0,0,0,3982.15
,,5400,33301,15000,Productivitat,0,0,0,0
,,5400,33301,12004,Retribució sou base funcionari C2,10429.88,0,10429.88,8810.44
,,5400,33301,12006,Triennis,214.8,0,214.8,232.7
,,5400,33301,12100,Complement Destí  funcionaris,3120.84,0,3120.84,4229.05
,,5400,33301,12101,Complement específic funcionaris,8974.2,0,8974.2,10951.28
,,5400,33301,13000,Retribucions bàsiques personal laboral,157497.78,-16556.15,140941.63,133692.94
,,5400,33301,13002,Altres remuneracions,34852.56,-703.12,34149.44,31939.55
,,5400,33301,14300,Despeses per substitucions,22954.52,0,22954.52,20938.39
,,5400,33301,16000,Seguretat social,66493.44,-4400,62093.44,42365.32
,,5400,33401,15000,Productivitat,0,0,0,0
,,5400,33401,11000,RETRIBUCIONS BÀSIQUES.,13308.6,0,13308.6,13308.6
,,5400,33401,11001,Retribucions Complementàries Eventual Ga,31691.4,0,31691.4,28793.27
,,5400,33401,13000,Retribucions bàsiques personal laboral,188055.22,0,188055.22,174987.45
,,5400,33401,13002,Altres remuneracions,32835.36,0,32835.36,32859.94
,,5400,33401,13100,Retribucions personal laboral eventual,30467.26,0,30467.26,24749.44
,,5400,33401,14300,Despeses per substitucions,30717.52,0,30717.52,59444.14
,,5400,33401,16000,Seguretat social,97755.16,0,97755.16,98128.06
,,5400,33801,20300,"Arrendaments de maquinaria, instalacions i utillatge",0,0,0,3658.86
,,5400,33801,20500,Lloguer de mobiliari i altres elements,0,0,0,251.68
,,5400,33801,21000,Reparació infraestructures i bens naturals,0,0,0,124.9
,,5400,33801,22001,Premsa revistes llibres i altres publicacions,0,0,0,260
,,5400,33801,22706,Estudis i treballs tecnics,0,0,0,1420.99
,,5400,33801,22699,Altres despeses,2000,0,2000,3754.19
,,5400,33801,22709,Comunicació,10000,0,10000,554.12
,,5410,33801,20300,"ARRENDAMENTS DE MAQUINARIA, INSTALACIONS I UTILLATGE",0,0,0,84903.45
,,5410,33801,20500,Lloguer de mobiliari i altres elements,0,0,0,2043.69
,,5410,33801,22100,ENERGIA ELÈCTRICA.,0,0,0,180
,,5410,33801,22105,PRODUCTES ALIMENTARIS,0,0,0,11103.41
,,5410,33801,22109,Material tècnic,0,0,0,364.21
,,5410,33801,22300,TRANSPORTS,0,0,0,1714.21
,,5410,33801,22400,Assegurances,0,0,0,2340.39
,,5410,33801,22602,Publicitat i propaganda,0,0,0,326.78
,,5410,33801,22699,Altres despeses diverses,0,0,0,1778.79
,,5410,33801,22706,ESTUDIS I TREBALLS TÈCNICS.,0,296287.9,296287.9,51785.15
,,5410,33801,48901,Altres Transferències,0,6000,6000,7018.08
,,5410,33801,22709,"Infraestructures (so, il·luminació)",100000,-6000,94000,35427.26
,,5410,33801,22710,Contractes activitats artístiques i culturals,119000,-30000,89000,246644.39
,,5411,33501,20300,"Arrendaments de maquinària, instal.lacions i utillatge",0,0,0,450.32
,,5411,33501,20500,Lloguer de mobiliari i altres elements,0,0,0,1308.62
,,5411,33501,21201,Manteniment Edificis,0,0,0,0
,,5411,33501,22199,Altres subministraments,0,0,0,769.95
,,5411,33501,22300,Transports,0,0,0,0
,,5411,33501,22602,Publicitat i propaganda,0,0,0,4205.52
,,5411,33501,22699,Altres despeses diverses,0,0,0,730.74
,,5411,33501,22706,Estudis i treballs tecnics,0,0,0,10128.15
,,5411,33501,22709,CONTRACTES DESENVOLUPAMENT SERVEIS,0,9138.12,9138.12,34854.84
,,5411,33501,22710,CONTRACTES ACTIVITATS ARTÍSTIQUES I CULTURALS,0,138458.5,138458.5,99544.23
,,5412,33501,20300,Arrendaments de maquinaria instalacions i utillatge,0,0,0,2492.6
,,5412,33501,21302,Manteniment de maquinaria,0,0,0,566.4
,,5412,33501,22602,PUBLICITAT I PROPAGANDA.,0,0,0,1157.2
,,5412,33501,22706,ESTUDIS I TREBALLS TÈCNICS,0,0,0,9220.04
,,5412,33501,22709,CONTRACTES DESENVOLUPAMENT SERVEIS,0,3678.28,3678.28,11686.4
,,5412,33501,22699,Altres despeses,10000,0,10000,599.74
,,5412,33501,22710,Contractes activitats artístiques i culturals,100000,-66200,33800,14825
,,5413,33301,20300,"Arrendaments de maquinaria, instalacions i utillatge",0,0,0,969.82
,,5413,33301,22300,Transport,0,0,0,1070.37
,,5413,33301,22602,Publicitat i propaganda,0,0,0,0
,,5413,33301,22706,Estudis i treballs tecnics,0,0,0,14003.74
,,5413,33301,22709,Contractes desenvolupament serveis,0,0,0,1764.52
,,5413,33301,22699,Altres despeses,5500,0,5500,0
,,5413,33301,22710,Contractes activitats artístiques i culturals,20000,2000,22000,1350
,,5413,33501,22709,Contractes de Desenvolupament Serveis,0,1880.7,1880.7,0
,,5414,33201,22710,Contractes activitats artistiques i culturals,0,0,0,0
,,5414,33301,20300,Arrendaments de maquinaria instalacions i utillatge,0,0,0,450
,,5414,33301,20901,Lloguer d infraestructures,0,0,0,194.7
,,5414,33301,21201,Manteniment edificis,0,0,0,966.91
,,5414,33301,22000,Ordinari no inventariable,0,0,0,261.49
,,5414,33301,22300,Transports,0,0,0,678.25
,,5414,33301,22400,ASSEGURANCES,0,0,0,281.15
,,5414,33301,22609,Activitats culturals i esportives,0,12000,12000,5850.54
,,5414,33301,22706,ESTUDIS I TREBALLS TÈCNICS.,0,12036,12036,19624.13
,,5414,33301,22709,CONTRACTES DESENVOLUPAMENT SERVEIS,0,0,0,8555.62
,,5414,33301,62500,Mobiliari,0,7099.36,7099.36,7099.36
,,5414,33301,62601,Equips procesos d informacio,0,1470.24,1470.24,1470.24
,,5414,33301,22699,Altres despeses,12000,-414.99,11585.01,1599.54
,,5414,33301,22710,Contractes activitats artístiques i culturals,24000,-9653.29,14346.71,0
,,5415,33201,20901,Lloguer d'infraestructures,0,0,0,2360
,,5415,33201,21201,Manteniment edificis,0,0,0,2775.38
,,5415,33201,22001,Premsa revistes llibres i altres publicacions,0,0,0,21702.88
,,5415,33201,22111,"Sumin de recanvis de maquinària, utillatge i elemtos tpte.",0,0,0,80.61
,,5415,33201,22112,Sumin. de material electròcnic. Elèctric i de telecomunic.,0,0,0,257.41
,,5415,33201,22706,Estudis i treballs tècnics,0,0,0,2124
,,5415,33201,22709,Contractes desenvolupament serveis,0,0,0,10417.59
,,5415,33201,62301,"Maquinària, instal·lacions tècniques i utillatge",0,1981.92,1981.92,1978
,,5415,33201,62500,Mobiliari,0,1507.47,1507.47,1507.47
,,5415,33201,22699,Altres despeses,15000,-1507.47,13492.53,2435.26
,,5415,33201,22710,Contractes activitats artístiques i culturals,16000,3800,19800,2233.3
,,5415,33201,48901,Altres transferències,3000,-1981.92,1018.08,0
,,5416,33701,22609,Activitats culturals i esportives,0,0,0,0
,,5416,33701,22699,Altres despeses diverses,0,0,0,0
,,5416,33701,22706,Estudis i Treballs tècnics,0,0,0,11368.9
,,5416,33701,22710,Contractes activitats artístiques i culturals,8464.13,2904.77,11368.9,0
,,5416,33701,48901,Altres transferències,2904.77,-2904.77,0,0
,,5417,23203,20300,"Arrendaments de maquinària, instal·lacions i utillatge",0,0,0,3563.43
,,5417,23203,22602,PUBLICITAT I PROPAGANDA,0,0,0,311.52
,,5417,23203,22706,Estudis i treballs tecnics,0,0,0,932.2
,,5417,23203,22710,Contractes activitats artístiques i culturals,0,0,0,1414.94
,,5417,23203,22699,Altres despeses,12000,16100,28100,0
,,5417,23203,22709,Contractes desenvolupament serveis,183024.35,0,183024.35,191015.07
,,5418,23202,22706,Estudis i treballs tecnics,0,0,0,572.28
,,5418,23204,22699,Altres despeses,5468.9,0,5468.9,180
,,5419,17200,48901,Altres transferències (Medi Ambient i Higiene ambiental),1200,0,1200,1200
,,5419,17200,48903,Transferències entitats (Zoonosi i protecció d'animals),350,0,350,350
,,5419,23201,48901,Altres transferències (Dona),2035,0,2035,2035
,,5419,23203,48901,Altres transferències (Infància i Joventut),6153.5,0,6153.5,6153.5
,,5419,23207,48002,Transferències Serveis Socials a Institucions (Benestar Soci,30000,0,30000,30000
,,5419,23301,48903,Transferències entitats (Atenció a la dependència i a la Gen,20922.85,0,20922.85,20922.85
,,5419,31302,48903,Transferències entitats (Salut pública i Consum),15825,0,15825,15825
,,5419,32403,48901,Altres transferències (Educació i infància),5500,0,5500,5500
,,5419,33401,48903,Transferències entitats (Cultura i Joventut),44496.02,0,44496.02,35750
,,5419,92404,48901,Altres transferències (Cultura de proximitat),15543.13,0,15543.13,15543.13
,,5419,92404,48903,Transferències entitats (Promoció de participació i ciutadan,1375,0,1375,1375
,,5500,23103,22111,Sumin. de recanvis de maquinaria. Utillatge i elemtos tpte.,0,0,0,1270.01
,,5500,23103,22706,Estudis i Treballs Tècnics,0,0,0,5887.04
,,5500,23103,48001,Transferències Serveis Socials,80000,161027.28,241027.28,462505.45
,,5500,23103,48908,Fons de Contingencia Social,1150000,6355.53,1156355.53,750542.04
,,5500,23103,21201,Arrenjament habitatges,36000,0,36000,3987.87
,,5500,23103,22300,Transports,1000,0,1000,40128.95
,,5500,23103,22610,Despesa Pretallers-Grameimpuls,150000,0,150000,104746.33
,,5500,23103,22699,Altres despeses,6000,28347.69,34347.69,250
,,5500,23103,22709,Contractes desenvolupament serveis,80000,35907.06,115907.06,80783.48
,,5500,23105,12000,Sous del grup A1,0,0,0,0
,,5500,23105,14300,Despeses per substitucions,0,0,0,41766.93
,,5500,23105,15000,Productivitat,0,0,0,0
,,5500,23105,12001,Retribució sou base funcionari A2,61301.11,0,61301.11,58272.06
,,5500,23105,12004,Retribució sou base funcionari C2,20984.34,0,20984.34,17683.17
,,5500,23105,12006,Triennis,6317.32,0,6317.32,6743.62
,,5500,23105,12100,Complement Destí  funcionaris,25191.6,0,25191.6,26400.96
,,5500,23105,12101,Complement específic funcionaris,52508.64,0,52508.64,54772.45
,,5500,23105,13000,Retribucions bàsiques personal laboral,730240.28,0,730240.28,670164.7
,,5500,23105,13001,Treballs extraordinaris laborals,5369.4,0,5369.4,3579.6
,,5500,23105,13002,Altres remuneracions,39305.76,0,39305.76,46484.66
,,5500,23105,16000,Seguretat social,295593.81,0,295593.81,284175.17
,,5514,23108,22300,Transports,0,0,0,6251.28
,,5514,23108,22706,Estudis i treballs tecnics,0,0,0,0
,,5514,23108,22709,Contractes desenvolupament serveis,0,134402.69,134402.69,147479.54
,,5514,23202,22699,Altres despeses,3090,0,3090,1620.45
,,5514,23202,22706,Estudis i treballs tècnics,20000,0,20000,169.4
,,6000,92401,15000,Productivitat,0,0,0,0
,,6000,92401,11000,RETRIBUCIONS BÀSIQUES.,14977.56,0,14977.56,15116.64
,,6000,92401,11001,Retribucions Complementàries Eventual Ga,46691.4,0,46691.4,42931.74
,,6000,92401,16000,Seguretat social,12364.92,0,12364.92,12489
,,6000,92404,22699,Altres despeses,500,0,500,495.9
,,6100,32000,12103,Altres complements funcionaris,0,0,0,24.53
,,6100,32000,14300,Despeses per substitucions,0,1500,1500,20252.26
,,6100,32000,15000,Productivitat,0,0,0,0
,,6100,32000,15100,Gratificacions treballs extraordinaris,0,0,0,85.35
,,6100,32000,12001,Retribució sou base funcionari A2,15498.15,0,15498.15,13490.28
,,6100,32000,12003,Retribució sou base funcionari C1,12330.3,9400,21730.3,10815.16
,,6100,32000,12004,Retribució sou base funcionari C2,61517.49,0,61517.49,64445.55
,,6100,32000,12006,Triennis,6599.03,0,6599.03,7082.31
,,6100,32000,12100,Complement Destí  funcionaris,27122.64,0,27122.64,31237.11
,,6100,32000,12101,Complement específic funcionaris,64175.16,0,64175.16,74738.96
,,6100,32000,13000,Retribucions bàsiques personal laboral,823974.53,0,823974.53,759053.46
,,6100,32000,13002,Altres remuneracions,39603,0,39603,39201.62
