#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
,,1210,91203,11001,Retribucions Complementàries Eventual Ga,31198.6,0,31198.6,28814.43
,,1210,91203,12003,Retribució sou base funcionari C1,23984.68,0,23984.68,20658.89
,,1210,91203,12004,Retribució sou base funcionari C2,11972.1,0,11972.1,9421.75
,,1210,91203,12006,Triennis,3318.99,0,3318.99,3597.38
,,1210,91203,12100,Complement Destí  funcionaris,10441.08,0,10441.08,10371.73
,,1210,91203,12101,Complement específic funcionaris,23344.8,0,23344.8,23160.62
,,1210,91203,12103,Altres complements funcionaris,9939.36,0,9939.36,9718.48
,,1210,91203,13000,Retribucions bàsiques personal laboral,139340.76,0,139340.76,130949.21
,,1210,91203,13002,Altres remuneracions,17313.84,0,17313.84,17190.31
,,1210,91203,16000,Seguretat social,97463.52,0,97463.52,84137.63
,,1300,24101,44901,Transferències a Grameimpuls SA,0,7876398.82,7876398.82,4033329
,,1300,43301,22699,Altres despeses,11000,20000,31000,16573.26
,,2000,15201,44905,Transferències a Gramepark,0,4205520.64,4205520.64,4205520.64
,,2000,15201,74900,Transferències a Gramepark SA,0,465700,465700,465700
,,2000,15201,74901,Transferències a Gramepark SA,0,5159132.55,5159132.55,5159132.55
,,2000,15201,44903,"Transferències a Gramepark, SA",500000,253509.66,753509.66,753509.66
,,2000,24101,44901,"Transferències a Grameimpuls, SA",750000,350000,1100000,1100000
,,2000,32404,22715,Altres convenis UNED,82535,72000,154535,141710.77
,,2000,32405,41103,Transferència Conveni Generalitat Sosteniment Escola Música,0,83260,83260,83260
,,2000,32405,41102,Transferència Patronat Municipal de la Música,336478.3,12000,348478.3,348478.3
,,2000,34100,41101,Transferència a l'IME,1474109.82,44745.04,1518854.86,1518854.86
,,2000,43301,22699,Altres despeses diverses,0,55863.47,55863.47,55863.47
,,2000,43301,22713,Convenis,70000,0,70000,64581.37
,,2000,93100,15000,Productivitat,0,0,0,0
,,2000,93100,22603,PUBLICACIÓ EN DIARIS OFICIALS,0,2000,2000,2918.18
,,2000,93100,11000,RETRIBUCIONS BÀSIQUES.,15191.4,0,15191.4,15348.3
,,2000,93100,11001,Retribucions Complementàries Eventual Ga,50691.4,0,50691.4,46668.14
,,2000,93100,13000,Retribucions bàsiques personal laboral,4425.88,0,4425.88,4151.03
,,2000,93100,13002,Altres remuneracions,179.76,0,179.76,179.76
,,2000,93100,16000,Seguretat social,13841.88,0,13841.88,13972.21
,,2000,93100,22001,"Premsa, revistes i llibres",2550,0,2550,573.04
,,2000,93100,22699,Altres despeses,8000,33500,41500,42839.3
,,2000,93100,22706,Estudis i treballs tècnics,2388.5,0,2388.5,0
,,2000,94301,46301,Transferències a la Mancomunitat OOVV,1068367.44,0,1068367.44,1068367.44
,,2000,94301,46302,Transferències a la Mancomunitat PMTE,2568090,105687.7,2673777.7,2673777.7
,,2010,93100,15000,Productivitat,0,0,0,0
,,2010,93100,12000,Retribució sou base funcionari A1,17176.89,0,17176.89,15487.18
,,2010,93100,12003,Retribució sou base funcionari C1,24528.68,0,24528.68,20881.85
,,2010,93100,12006,Triennis,3859.26,0,3859.26,4031.29
,,2010,93100,12100,Complement Destí  funcionaris,15593.04,0,15593.04,14862.26
,,2010,93100,12101,Complement específic funcionaris,24281.88,0,24281.88,23240.15
,,2010,93100,14300,Despeses per substitucions,18150.08,0,18150.08,17202.42
,,2010,93100,16000,Seguretat social,30030.48,0,30030.48,26646.76
,,2100,01101,31003,Despeses financeres RD 4/2012,0,350000,350000,307198.32
,,2100,01101,31001,Interessos préstec llarg termini,2353000,-149000,2204000,1636288.98
,,2100,01101,31002,Interessos préstec curt termini,95000,0,95000,65298.83
,,2100,01101,35300,Altres despeses financeres (swap BBVA),440000.05,0,440000.05,606014.23
,,2100,01101,91101,Amortització préstecs llarg termini. Sector públic,185000,7000,192000,214069.62
,,2100,01101,91301,Amortització préstecs llarg termini. Sector privat,5895000,120000,6015000,5992137.37
,,2100,93400,12103,Altres complements,0,0,0,0
,,2100,93400,15000,Productivitat,0,0,0,0
,,2100,93400,12000,Retribució sou base funcionari A1,19699.34,0,19699.34,16503.97
,,2100,93400,12001,Retribució sou base funcionari A2,15137.95,0,15137.95,14639.53
,,2100,93400,12003,Retribució sou base funcionari C1,23958.88,0,23958.88,20619.68
,,2100,93400,12006,Triennis,4557.21,0,4557.21,4934.08
,,2100,93400,12100,Complement Destí  funcionaris,20568.72,0,20568.72,20568.72
,,2100,93400,12101,Complement específic funcionaris,44972.28,0,44972.28,44972.28
,,2100,93400,13000,Retribucions bàsiques personal laboral,23353.16,0,23353.16,22299.23
,,2100,93400,16000,Seguretat social,39113.65,0,39113.65,36727.75
,,2100,93400,22699,Altres despeses,6000,0,6000,6583.57
,,2100,93400,22709,Contractes desenvolupament serveis,15000,-14416.43,583.57,0
,,2100,93400,31101,Despeses de formalització operacions de crèdit,40000,0,40000,45030
,,2100,93400,31900,Altres despeses financeres,1000,0,1000,1021
,,2100,93400,35200,Interessos de demora,14000,22000,36000,27491.12
,,2200,93201,15000,Productivitat,0,0,0,0
,,2200,93201,16104,Indemnitzacio al personal lab. per jubilacions anticipades,0,0,0,0
,,2200,93201,12003,Retribució sou base funcionari C1,88721.14,0,88721.14,74625.28
,,2200,93201,12006,Triennis,14723.01,0,14723.01,15618.16
,,2200,93201,12100,Complement Destí  funcionaris,32153.16,0,32153.16,31265.89
,,2200,93201,12101,Complement específic funcionaris,69986.28,0,69986.28,68480.83
,,2200,93201,12103,Altres complements funcionaris,1156.8,0,1156.8,1140.41
,,2200,93201,13000,Retribucions bàsiques personal laboral,8775.96,0,8775.96,8015.83
,,2200,93201,13002,Altres remuneracions,4297.56,0,4297.56,4297.56
,,2200,93201,16000,Seguretat social,55721.64,0,55721.64,54370.38
,,2200,93201,22699,Altres despeses,3000,3750,6750,4923.05
,,2200,93201,22708,Despeses per la gestió de l'ORGT (executiva),300000,507332.59,807332.59,508209.13
,,2200,93201,22717,Despeses per la gestió de l'ORGT (multes),120000,120000,240000,201655.02
,,2200,93201,22718,Despeses per la gestió de l'ORGT (voluntària IVTM),75000,0,75000,66673.11
,,2300,93202,15000,Productivitat,0,0,0,0
,,2300,93202,15100,Gratificacions treballs extraordinaris,0,0,0,8352.23
,,2300,93202,16104,INDEMNITZACIÓ AL PERSONAL LAB. PER JUBILACIONS ANTICIPADES,0,0,0,8234.85
,,2300,93202,12001,Retribució sou base funcionari A2,18405.24,-8000,10405.24,4419.24
,,2300,93202,12003,Retribució sou base funcionari C1,146532.29,0,146532.29,124642.15
,,2300,93202,12004,Retribució sou base funcionari C2,32835.9,0,32835.9,27002.2
,,2300,93202,12006,Triennis,25019.71,0,25019.71,22992.4
,,2300,93202,12100,Complement Destí  funcionaris,67789.44,-6000,61789.44,61472.74
,,2300,93202,12101,Complement específic funcionaris,149775.6,-14000,135775.6,131396.04
,,2300,93202,12103,Altres complements funcionaris,5939.16,0,5939.16,5944.71
,,2300,93202,16000,Seguretat social,120281.53,0,120281.53,111490.6
,,2300,93202,22699,Altres despeses (registre de la propietat),12750,-3984.35,8765.65,8741.45
,,2400,92013,15000,Productivitat,292429.43,790000,1082429.43,1418750.57
,,2400,92013,22699,Altres despeses,13600,-12122.19,1477.81,1461.39
,,2400,92013,11000,RETRIBUCIONS BÀSIQUES.,18426.6,0,18426.6,14005.22
,,2400,92013,11001,Retribucions Complementàries Eventual Ga,46691.4,0,46691.4,46624.87
,,2400,92013,11700,Aportació Pla de Pensions.,87508,0,87508,0
,,2400,92013,12000,Sous del grup A1,17340,-9293.28,8046.72,13794.81
,,2400,92013,12001,Sous del grup A2,331505.72,0,331505.72,287991.8
,,2400,92013,12006,Triennis,6396.6,0,6396.6,13887.8
,,2400,92013,12100,Complement de destinació,109597.11,0,109597.11,110403.15
,,2400,92013,12101,Complement específic,202298.16,0,202298.16,213693.44
,,2400,92013,15300,Complement jornada partida,30000,0,30000,27815.14
,,2400,92013,16000,Seguretat social,228129.8,0,228129.8,388302.44
,,2400,92013,16200,Formació,50000,10000,60000,41606.23
,,2400,92013,16204,Ajuts socials,16400,0,16400,0
,,2400,92013,16209,Premi antiguitat,14000,0,14000,23903.65
,,2400,92013,22603,Anuncis oficials,1700,0,1700,2855.65
,,2400,92013,22706,Estudis i treballs tècnics,6950,-6200,750,0
,,2400,92013,23001,Dietes serveis generals,12000,-5682,6318,5416.67
,,2400,92013,23002,Xecs menjador,22100,0,22100,20356.25
,,2400,92013,23101,Locomoció serveis generals,13000,-4741.41,8258.59,8125.07
,,2400,92013,23300,Altres indemnitzacions,4000,-1107.75,2892.25,2892.25
,,2400,92013,48901,Altres transferències,3942,0,3942,1280.54
,,2400,92013,83100,Préstecs al personal Llarg termini,180000,0,180000,174387.88
,,2401,15100,12003,Retribució sou base funcionari C1,11583.16,0,11583.16,0
,,2401,15100,12100,Complement Destí  funcionaris,10189.92,0,10189.92,0
,,2401,15100,16000,Seguretat social,6684.24,0,6684.24,0
,,2401,17000,12000,Retribució sou base funcionari A1,17150.58,-17000,150.58,0
,,2401,17000,12100,Complement Destí  funcionaris,14839.56,-8000,6839.56,0
,,2401,17000,13000,Retribucions bàsiques personal laboral,33068.2,-16500,16568.2,0
,,2401,17000,13002,Altres remuneracions,15708.36,0,15708.36,0
,,2401,17000,16000,Seguretat social,20425.56,0,20425.56,0
,,2401,23000,12001,Retribució sou base funcionari A2,15793.16,-10000,5793.16,0
,,2401,23000,12100,Complement Destí  funcionaris,17319.84,-10000,7319.84,0
,,2401,23000,13000,Retribucions bàsiques personal laboral,42081.62,-5000,37081.62,0
,,2401,23000,16000,Seguretat social,26022.96,0,26022.96,0
,,2401,31302,13000,Retribucions bàsiques personal laboral,14369.2,0,14369.2,0
,,2401,31302,13002,Altres remuneracions,10322.88,0,10322.88,0
,,2401,31302,16000,Seguretat social,7836.36,0,7836.36,0
,,2401,33201,13000,Retribucions bàsiques personal laboral,21064.54,0,21064.54,0
,,2401,33201,16000,Seguretat social,6984.6,0,6984.6,0
,,2401,49301,13000,Retribucions bàsiques personal laboral,27965.52,-25000,2965.52,0
,,2401,49301,13002,Altres remuneracions,6089.4,0,6089.4,0
,,2401,49301,16000,Seguretat social,11977.32,0,11977.32,0
,,2401,92001,12003,Retribució sou base funcionari C1,13487.98,0,13487.98,0
,,2401,92001,12100,Complement Destí  funcionaris,21618.84,0,21618.84,0
,,2401,92001,13000,Retribucions bàsiques personal laboral,20308.54,0,20308.54,0
,,2401,92001,16000,Seguretat social,18805.44,-17000,1805.44,0
,,2401,92003,13000,Retribucions bàsiques personal laboral,42144.76,0,42144.76,51627.5
,,2401,92003,13002,Altres remuneracions,1839.6,0,1839.6,0
,,2401,92003,16000,Seguretat social,24322.2,-20000,4322.2,0
,,2401,92004,12000,Retribució sou base funcionari A1,18784.6,0,18784.6,0
,,2401,92004,12100,Complement Destí  funcionaris,24643.68,0,24643.68,0
,,2401,92004,16000,Seguretat social,9767.88,0,9767.88,0
,,2401,92011,12000,Retribució sou base funcionari A1,21024.88,0,21024.88,0
,,2401,92011,12100,Complement Destí  funcionaris,10427.16,0,10427.16,0
,,2401,92011,12101,Complement específic funcionaris,27658.2,-25000,2658.2,0
,,2401,92011,16000,Seguretat social,9767.88,0,9767.88,0
,,2401,92012,12001,Retribució sou base funcionari A2,16308.3,0,16308.3,0
,,2401,92012,12100,Complement Destí  funcionaris,20410.68,-20000,410.68,0
,,2401,92012,16000,Seguretat social,9767.88,0,9767.88,0
,,2401,92013,12000,Retribució sou base funcionari A1,106201.12,-100000,6201.12,0
,,2401,92013,12001,Retribució sou base funcionari A2,47598.22,-41897.61,5700.61,0
,,2401,92013,12003,Retribució sou base funcionari C1,48190.74,-46000,2190.74,0
,,2401,92013,12004,Retribució sou base funcionari C2,23999.2,-22000,1999.2,0
,,2401,92013,12100,Complement Destí  funcionaris,79551.24,-77000,2551.24,0
,,2401,92013,12101,Complement específic funcionaris,196159.8,0,196159.8,0
,,2401,92013,16000,Seguretat social,148717.2,0,148717.2,0
,,2401,93102,12003,Retribució sou base funcionari C1,11749.58,0,11749.58,0
,,2401,93102,12100,Complement Destí  funcionaris,3660.12,0,3660.12,0
,,2401,93102,12101,Complement específic funcionaris,7528.32,0,7528.32,0
,,2401,93102,16000,Seguretat social,8125.08,0,8125.08,0
,,2410,92013,15000,Productivitat,0,0,0,0
,,2410,92013,12000,Retribució sou base funcionari A1,19919.89,0,19919.89,14110.9
,,2410,92013,12003,Retribució sou base funcionari C1,11583.16,0,11583.16,10111.7
,,2410,92013,12006,Triennis,3155.7,0,3155.7,2924.02
,,2410,92013,12100,Complement Destí  funcionaris,11093.76,0,11093.76,9978.72
,,2410,92013,12101,Complement específic funcionaris,28324.08,0,28324.08,25054.92
,,2410,92013,13000,Retribucions bàsiques personal laboral,60072.38,0,60072.38,56612.24
,,2410,92013,13002,Altres remuneracions,3455.04,0,3455.04,3455.04
,,2410,92013,14300,Despeses per substitucions,23827.6,0,23827.6,26070.38
,,2410,92013,16000,Seguretat social,43060.8,0,43060.8,43892.14
,,2420,92013,12103,Altres complements funcionaris,0,0,0,8.06
,,2420,92013,14300,Despeses per substitucions,0,21659.27,21659.27,13973.73
,,2420,92013,15000,Productivitat,0,0,0,0
,,2420,92013,12001,Retribució sou base funcionari A2,18081.78,-1600,16481.78,13057.38
,,2420,92013,12003,Retribució sou base funcionari C1,83909.38,0,83909.38,72078.77
,,2420,92013,12006,Triennis,7898.73,0,7898.73,7913.82
,,2420,92013,12100,Complement Destí  funcionaris,34670.76,0,34670.76,32444.57
,,2420,92013,12101,Complement específic funcionaris,77542.2,-3496.34,74045.86,73016.76
,,2420,92013,16000,Seguretat social,56699.88,0,56699.88,60284.65
,,2430,92013,15000,Productivitat,0,0,0,0
,,2430,92013,12003,Retribució sou base funcionari C1,14283.66,0,14283.66,11461.95
,,2430,92013,12006,Triennis,2981.28,0,2981.28,3229.72
,,2430,92013,12100,Complement Destí  funcionaris,6118.08,0,6118.08,6118.08
,,2430,92013,12101,Complement específic funcionaris,17481.72,0,17481.72,17481.72
,,2430,92013,13000,Retribucions bàsiques personal laboral,69937.9,0,69937.9,64589.63
,,2430,92013,13002,Altres remuneracions,24436.92,0,24436.92,24436.92
,,2430,92013,16000,Seguretat social,33722.52,0,33722.52,33734.79
,,2430,92013,16200,Formació prevenció riscos laborals,10000,0,10000,9774
,,2430,92017,22699,Altres despeses,1000,0,1000,4878.91
,,2430,92017,22706,Estudis i treballs tècnics,6000,-6000,0,0
,,2430,92017,22709,Contractes desenvolupament serveis,76463,0,76463,72216.64
,,2440,92013,15000,Productivitat,0,0,0,0
,,2440,92013,12000,Retribució sou base funcionari A1,17548.36,0,17548.36,15428.48
,,2440,92013,12003,Retribució sou base funcionari C1,23409.08,0,23409.08,18369.6
,,2440,92013,12006,Triennis,4576.89,0,4576.89,4723.65
,,2440,92013,12100,Complement Destí  funcionaris,13438.32,0,13438.32,12611.25
,,2440,92013,12101,Complement específic funcionaris,21781.08,0,21781.08,20305.53
,,2440,92013,13000,Retribucions bàsiques personal laboral,62052.66,0,62052.66,57607.07
,,2440,92013,13002,Altres remuneracions,15708.36,0,15708.36,15777.94
,,2440,92013,16000,Seguretat social,40325.58,0,40325.58,39218.5
,,2500,92002,15000,Productivitat,0,0,0,0
,,2500,92002,12000,Retribució sou base funcionari A1,40070.3,0,40070.3,33343.75
,,2500,92002,12006,Triennis,8869.1,0,8869.1,9615.3
,,2500,92002,12100,Complement Destí  funcionaris,14867.28,0,14867.28,14867.28
,,2500,92002,12101,Complement específic funcionaris,43588.56,0,43588.56,43588.56
,,2500,92002,13100,Retribucions personal laboral eventual,41195.86,0,41195.86,38934.17
,,2500,92002,16000,Seguretat social,31513.08,0,31513.08,31829.4
,,2600,92008,13001,HORES EXTRAORDINÀRIES,0,0,0,1333.91
,,2600,92008,14300,Despeses per substitucions,0,0,0,20826.69
,,2600,92008,15000,Productivitat,0,0,0,0
,,2600,92008,62601,Equips procesos d'informació,0,113690.78,113690.78,103970.41
,,2600,92008,64100,Despeses aplicacions informàtiques,0,288711.47,288711.47,39848.6
,,2600,92008,12003,Retribució sou base funcionari C1,50089.05,0,50089.05,40672.8
,,2600,92008,12006,Triennis,8668.56,0,8668.56,9093.18
,,2600,92008,12100,Complement Destí  funcionaris,17334.96,0,17334.96,16700.42
,,2600,92008,12101,Complement específic funcionaris,33251.28,0,33251.28,31968.3
,,2600,92008,12103,Altres complements funcionaris,4932.72,0,4932.72,4187.34
,,2600,92008,13000,Retribucions bàsiques personal laboral,295602.46,-9710.38,285892.08,302269.95
,,2600,92008,13002,Altres remuneracions,42773.28,0,42773.28,45044.19
,,2600,92008,13100,Retribucions personal laboral eventual,39652,0,39652,0
,,2600,92008,16000,Seguretat social,138340.2,0,138340.2,141424.82
,,2600,92008,21601,Manteniment d'equips d'informàtica,240000,25000,265000,303924.19
,,2600,92008,22002,Manteniment llicències software,79000,-24958.35,54041.65,23616.5
,,2600,92008,22706,Estudis i treballs tècnics,79980,0,79980,62439.96
,,2600,92008,22716,Contractes manteniment de programes informàtics,28500,0,28500,30617.82
,,2700,92004,13001,Hores extraordinaries,0,0,0,217.11
,,2700,92004,15000,Productivitat,0,0,0,0
,,2700,92004,15101,Gratificacions pels serveis a les eleccions.,0,39296,39296,39296
,,2700,92004,22705,Processos electorals,0,47716.98,47716.98,45952.48
,,2700,92004,12003,Retribució sou base funcionari C1,49522.63,0,49522.63,42030.43
,,2700,92004,12004,Retribució sou base funcionari C2,10063.43,0,10063.43,10448.27
,,2700,92004,12006,Triennis,7263.63,0,7263.63,8045.38
,,2700,92004,12100,Complement Destí  funcionaris,21296.64,0,21296.64,20776.5
,,2700,92004,12101,Complement específic funcionaris,42237.24,0,42237.24,41053.1
,,2700,92004,13000,Retribucions bàsiques personal laboral,55782.38,-12500,43282.38,38993.06
,,2700,92004,13002,Altres remuneracions,18391.92,0,18391.92,17915.05
,,2700,92004,16000,Seguretat social,54639.12,0,54639.12,49650.66
,,2700,92004,22699,Altres despeses,3948.16,0,3948.16,3813.76
,,2700,92004,22706,Estudis i treballs tècnics,20850.5,-18448.98,2401.52,1386.16
,,2710,92007,13001,HORES EXTRAORDINÀRIES,0,0,0,791.82
,,2710,92007,13100,Retribucions personal laboral eventual,0,0,0,18852.6
,,2710,92007,15000,Productivitat,0,0,0,0
,,2710,92007,12004,Retribució sou base funcionari C2,20756.12,0,20756.12,17569.06
,,2710,92007,12006,Triennis,2240.74,0,2240.74,2428.96
,,2710,92007,12100,Complement Destí  funcionaris,6241.68,0,6241.68,6241.68
,,2710,92007,12101,Complement específic funcionaris,15505.68,0,15505.68,15505.68
,,2710,92007,13000,Retribucions bàsiques personal laboral,212835.86,0,212835.86,195986.61
,,2710,92007,13002,Altres remuneracions,3602.64,0,3602.64,3570.52
,,2710,92007,14300,Despeses per substitucions,18117.62,0,18117.62,16842.83
,,2710,92007,16000,Seguretat social,80065.63,0,80065.63,64265.62
,,2710,92007,22201,Comunicacions postals,214880,24000,238880,88607.83
,,2710,92007,22699,Altres despeses,5423.68,0,5423.68,86308.4
,,2710,92007,22706,Estudis i treballs tècnics,6800,0,6800,17497.07
,,2720,92501,14300,Despeses per substitucions,0,0,0,3298.63
,,2720,92501,15000,Productivitat,0,0,0,0
,,2720,92501,12003,Retribució sou base funcionari C1,185498.9,0,185498.9,160707.59
,,2720,92501,12004,Retribució sou base funcionari C2,10261.78,0,10261.78,8726.39
,,2720,92501,12006,Triennis,17925.03,0,17925.03,17851.65
,,2720,92501,12100,Complement Destí  funcionaris,58561.68,0,58561.68,58180.45
,,2720,92501,12101,Complement específic funcionaris,156989.04,0,156989.04,154954.65
,,2720,92501,13000,Retribucions bàsiques personal laboral,98280.14,0,98280.14,91191.36
,,2720,92501,13002,Altres remuneracions,14861.76,0,14861.76,14833.27
,,2720,92501,16000,Seguretat social,153191.76,0,153191.76,133091.94
,,2720,92501,22699,Altres despeses,5367.75,0,5367.75,5291.79
,,2730,92010,21302,Manteniment maquinària,21660,0,21660,15065.9
,,2730,92010,22200,Telèfons fixes,216101.25,37000,253101.25,259309.93
,,2730,92010,22205,Telèfons mòbils,138424.5,0,138424.5,125242.12
,,2730,92010,22602,Publicitat i propaganda,722,0,722,681.13
,,2800,92009,15000,Productivitat,0,0,0,0
,,2800,92009,15100,Gratificacions treballs extraordinaris,0,0,0,192.12
,,2800,92009,12000,Retribució sou base funcionari A1,58654.18,0,58654.18,49289.99
,,2800,92009,12003,Retribució sou base funcionari C1,36053.02,0,36053.02,30964.14
,,2800,92009,12006,Triennis,18759,0,18759,20304.71
,,2800,92009,12100,Complement Destí  funcionaris,34358.64,0,34358.64,34358.64
,,2800,92009,12101,Complement específic funcionaris,78149.4,0,78149.4,78149.4
,,2800,92009,13000,Retribucions bàsiques personal laboral,36295.46,0,36295.46,33674.41
,,2800,92009,13002,Altres remuneracions,10874.16,0,10874.16,10874.16
,,2800,92009,16000,Seguretat social,66165.6,0,66165.6,66700.91
,,2800,92011,22001,"Premsa, revistes, llibres i altres publicacions",0,0,0,0
,,2800,92011,22603,Anuncis oficials,20000,-14132.15,5867.85,5867.85
,,2900,13200,62401,Elements de transport,0,0,0,0
,,2900,15201,20201,Lloguers,22100.62,64587.77,86688.39,86327.44
,,2900,23105,20201,Lloguers,12424.07,0,12424.07,11681.54
,,2900,23105,62200,Adquisició Locals CIBA,532678.51,0,532678.51,532678.51
,,2900,33301,20201,Lloguers (local Dr. Ferran - Cultura),12533.68,0,12533.68,12220.52
,,2900,33406,20201,Lloguers,24617.67,0,24617.67,21865.48
,,2900,34101,41101,Transferències suport IME,0,5922.72,5922.72,5922.72
,,2900,92005,12001,Sous del Grup A2,0,0,0,10121.28
,,2900,92005,15000,Productivitat,0,0,0,1492.57
,,2900,92005,22706,Estudis i treballs tècnics,0,0,0,7260
,,2900,92005,62100,Terrenys i béns naturals,0,254379.11,254379.11,0
,,2900,92005,62200,Edificis i altres construccions,0,7541.38,7541.38,0
,,2900,92005,12000,Retribució sou base funcionari A1,37306.34,0,37306.34,28421.88
,,2900,92005,12003,Retribució sou base funcionari C1,27292.6,0,27292.6,21655.3
,,2900,92005,12006,Triennis,9464.63,0,9464.63,10866.56
,,2900,92005,12100,Complement Destí  funcionaris,21949.32,0,21949.32,24745.95
