#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
,,7910,16500,2210000,Energia elèctrica,582411,,,
,,7910,16501,2210000,Energia elèctrica,38853,,,
,,7910,16502,2210000,Energia elèctrica,74234,,,
,,7910,17100,2210101,Aigua fonts públiques,140000,,,
,,7910,32300,2210000,Energia elèctrica,399779,,,
,,7910,32300,2210100,Aigua,132000,,,
,,7910,32300,2210200,Gas,183000,,,
,,7910,33000,2210000,Energia elèctrica,177068,,,
,,7910,33000,2210100,Aigua,52000,,,
,,7910,33000,2210200,Gas,35000,,,
,,7910,34000,2210000,Energia elèctrica,53713.17,,,
,,7910,34000,2210100,Aigua,1000,,,
,,7910,34000,2210200,Gas,30000,,,
,,7910,34201,2210000,Energia elèctrica,268565.83,,,
,,7910,34201,2210100,Aigua,79000,,,
,,7910,34201,2210200,Gas,33000,,,
,,7910,43120,2210000,Energia elèctrica,114001,,,
,,7910,43120,2210100,Aigua,35000,,,
,,7910,43120,2210200,Gas,25000,,,
,,7910,92000,2210000,Energia elèctrica,281375,,,
,,7910,92000,2210100,Aigua,65000,,,
,,7910,92000,2210200,Gas,60000,,,
,,8100,92011,1200000,Retribució sou base funcionari A1,24832.36,,,
,,8100,92011,1200300,Retribució sou base funcionari C1,50717,,,
,,8100,92011,1200600,Triennis,10762.68,,,
,,8100,92011,1210000,Complement Destí  funcionaris,30099.12,,,
,,8100,92011,1210100,Complement específic funcionaris,86535.72,,,
,,8100,92011,1600000,Seguretat Social,41001.66,,,
,,8100,92011,2200100,"Premsa, revistes, llibres i altres publicacions",5500,,,
,,8100,92011,2260400,Despeses jurídiques,8000,,,
,,8100,92011,2269900,Altres despeses,8000,,,
,,8110,92012,1200000,Retribució sou base funcionari A1,156095.64,,,
,,8110,92012,1200300,Retribució sou base funcionari C1,12598.82,,,
,,8110,92012,1200600,Triennis,21301.2,,,
,,8110,92012,1210000,Complement Destí funcionaris,67872.6,,,
,,8110,92012,1210100,Complement específic funcionaris,157466.52,,,
,,8110,92012,1300000,Retribució bàsiques personal laboral,25583.02,,,
,,8110,92012,1300200,Altre retribucions personal laboral,2351.04,,,
,,8110,92012,1430000,Despeses per substitució,53950.54,,,
,,8110,92012,1600000,Seguretat Social,127809.12,,,
,,8110,92012,2100300,Execució d'obres subsidiàries,18000,,,
,,8110,92012,2200100,"Premsa, revistes, llibres i altres publicacions",3400,,,
,,8110,92012,2260400,Despeses jurídiques,45000,,,
,,8110,92012,2269900,Altres despeses,2000,,,
,,8200,93102,1200000,Retribució sou base funcionari A1,24885.52,,,
,,8200,93102,1200300,Retribució sou base funcionari C1,12336.16,,,
,,8200,93102,1200400,Retribució sou base funcionari C2,10768.88,,,
,,8200,93102,1200600,Triennis,8842.92,,,
,,8200,93102,1210000,Complement Destí  funcionaris,19678.32,,,
,,8200,93102,1210100,Complement específic funcionaris,59832.48,,,
,,8200,93102,1210300,Altres complements funcionaris,2436.12,,,
,,8200,93102,1600000,Seguretat Social,23951.06,,,
,,8200,93102,2269900,Altres despeses,1000,,,
,,8200,93102,2270600,Estudis i treballs tècnics,74000,,,
,,8210,93103,1200000,Retribució sou base funcionari A1,17375.36,,,
,,8210,93103,1200100,Retribució sou base funcionari A2,18482.44,,,
,,8210,93103,1200300,Retrubució sou base funcionari C1,24493.22,,,
,,8210,93103,1200600,Triennis,6634,,,
,,8210,93103,1210000,Complement Destí funcionaris,23257.08,,,
,,8210,93103,1210100,Complement específic funcionaris,46536.36,,,
,,8210,93103,1600000,Seguretat Social,34267.44,,,
,,8220,93102,1200000,Retribució sou base funcionari A1,17428.52,,,
,,8220,93102,1200600,Triennis,818.52,,,
,,8220,93102,1210000,Complement Destí funcionaris,6179.28,,,
,,8220,93102,1210100,Complement específic funcionaris,8808.6,,,
,,8220,93102,1300000,Retribucions bàsiques personal laboral,64683.02,,,
,,8220,93102,1300200,Altre retribucions personal laboral,18216.6,,,
,,8220,93102,1600000,Seguretat Social,30563.91,,,
,,8300,92502,1200300,Retribució sou base funcionari C1,12322.54,,,
,,8300,92502,1200600,Triennis,2998.56,,,
,,8300,92502,1210000,Complement Destí  funcionaris,3696.84,,,
,,8300,92502,1210100,Complement específic funcionaris,6594.84,,,
,,8300,92502,1210300,Altres complements funcionaris,1012.92,,,
,,8300,92502,1300000,Retribucions bàsiques personal laboral,35245.34,,,
,,8300,92502,1300200,Altres retribucions personal laboral,1333.32,,,
,,8300,92502,1600000,Seguretat Social,18161.52,,,
,,8300,92502,2269900,Altres despeses,1785,,,
,,8300,92502,4890100,Altres transferències,850,,,
,,8400,01101,3100100,Interessos préstec llarg termini,854326.5,,,
,,8400,01101,3100200,Interessos préstec curt termini,50000,,,
,,8400,01101,3530000,Altres despeses financeres (swap BBVA),538200,,,
,,8400,01101,9110100,Amortització préstecs llarg termini. Sector públic,199561.2,,,
,,8400,01101,9130100,Amortització préstecs llarg termini. Sector privat,6324996.68,,,
,,8400,15000,4490101,"Transferències a Gramepark, SA per operacions financeres",100000,,,
,,8400,24100,4490101,"Transferències a Grameimpuls,SA per operacions financeres",100000,,,
,,8400,93400,1200000,Retribucions sou base funcionari A1,22096.56,,,
,,8400,93400,1200100,Retribucions sou base funcionari A2,15510.04,,,
,,8400,93400,1200300,Retribucions sou base funcionari C1,12499.64,,,
,,8400,93400,1200600,Trienis,6962.16,,,
,,8400,93400,1210000,Complement desti funcionaris,21311.04,,,
,,8400,93400,1210100,Complement específic funcionaris,46836.96,,,
,,8400,93400,1300000,Retribucions bàsiques personal laboral,25077.46,,,
,,8400,93400,1300200,Altres retribucions personal laboral,2351.04,,,
,,8400,93400,1600000,Seguretat Social,36045,,,
,,8400,93400,2269900,Altres despeses,6000,,,
,,8400,93400,2279909,Contractes desenvolupament serveis,7000,,,
,,8400,93400,2279916,Contractes manteniment de programes informàtics,25000,,,
,,8400,93400,3110100,Despeses de formalització operacions de crèdit,30000,,,
,,8400,93400,3190000,Altres despeses financeres,2000,,,
,,8400,93400,3520000,Interessos de demora,19000,,,
,,8410,93201,1200300,Retribucions sou base funcionari C1,75873.2,,,
,,8410,93201,1200600,Trienis,14293.08,,,
,,8410,93201,1210000,Complement destí funcionaris,26295.84,,,
,,8410,93201,1210100,Complement específic funcionaris,56249.28,,,
,,8410,93201,1210300,Altres complements funcionaris,205.56,,,
,,8410,93201,1600000,Seguretat social,43015.4,,,
,,8410,93201,2269900,Altres despeses,3000,,,
,,8410,93201,2270800,Despeses per la gestió de l'ORGT (executiva),650000,,,
,,8410,93201,2279909,Contractes desenvolupament serveis,14000,,,
,,8410,93201,2279917,Despeses per la gestió de l'ORGT (multes),150000,,,
,,8410,93201,2279918,Despeses per la gestió de l'ORGT (voluntària IVTM),75000,,,
#,,,,,,97706612.35,,,
