#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
,,5414,33301,1430000,Despeses per substitució,53425.69,,,
,,5414,33301,1600000,Seguretat Social,45642.98,,,
,,5414,33301,2269900,Altres despeses,8500,,,
,,5414,33301,2270600,Estudis i treballs tècnics,1000,,,
,,5414,33301,2279909,Contractes desenvolupament serveis,1000,,,
,,5414,33301,2279910,Contractes activitats artístiques i culturals,23250,,,
,,5414,33301,4890100,Altres transferències,750,,,
,,5415,33210,1300000,Retribucions bàsiques personal laboral,32802.88,,,
,,5415,33210,1300200,Altres retribucions personal laboral,8815.8,,,
,,5415,33210,1600000,Seguretat Social,13169.64,,,
,,5415,33210,2200100,"Premsa, revistes, llibres i altres publicacions-despeses com",600,,,
,,5415,33210,2269900,Altres despeses comunes biblioteques,3600,,,
,,5415,33210,2279910,Contractes activitats artístiques i culturals-Comuns Bibliot,3800,,,
,,5415,33211,1200300,Retribució sou base funcionari C1,84306.8,,,
,,5415,33211,1200600,Triennis,7379.28,,,
,,5415,33211,1210000,Complement Destí  funcionaris,25877.88,,,
,,5415,33211,1210100,Complement específic funcionaris,52763.76,,,
,,5415,33211,1600000,Seguretat Social,47777.46,,,
,,5415,33211,2200100,"Premsa, revistes, llibres i altres publicacions-Biblioteca C",600,,,
,,5415,33211,2269900,Altres despeses -Biblioteca Central,3600,,,
,,5415,33211,2279910,Contractes activitats artístiques i culturals-Biblioteca Cen,3800,,,
,,5415,33212,1200300,Retribució sou base funcionari C1,60121.34,,,
,,5415,33212,1200400,Retribució sou base funcionari C2,10436.12,,,
,,5415,33212,1200600,Triennis,6338.82,,,
,,5415,33212,1210000,Complement Destí  funcionaris,21636.36,,,
,,5415,33212,1210100,Complement específic funcionaris,45518.52,,,
,,5415,33212,1600000,Seguretat Social,37932.63,,,
,,5415,33212,2200100,"Premsa, revistes, llibres i altres publicacions-Biblioteca C",600,,,
,,5415,33212,2269900,Altres despeses -Biblioteca Can Peixauet,3600,,,
,,5415,33212,2279910,Contractes activitats artístiques i culturals-Biblioteca Can,3800,,,
,,5415,33213,1200300,Retribució sou base funcionari C1,59643.08,,,
,,5415,33213,1200400,Retribució sou base funcionari C2,10400.3,,,
,,5415,33213,1200600,Triennis,3343.14,,,
,,5415,33213,1210000,Complement Destí  funcionaris,21636.36,,,
,,5415,33213,1210100,Complement específic funcionaris,45518.52,,,
,,5415,33213,1600000,Seguretat Social,43522.31,,,
,,5415,33213,2200100,"Premsa, revistes, llibres i altres publicacions-Biblioteca S",600,,,
,,5415,33213,2269900,Altres despeses -Biblioteca Singuerlin,3600,,,
,,5415,33213,2279910,Contractes activitats artístiques i culturals-Biblioteca Sin,3800,,,
,,5415,33214,1200300,Retribució sou base funcionari C1,35706.48,,,
,,5415,33214,1200600,Triennis,823.98,,,
,,5415,33214,1210000,Complement Destí  funcionaris,11090.52,,,
,,5415,33214,1210100,Complement específic funcionaris,22613.04,,,
,,5415,33214,1600000,Seguretat Social,21771.75,,,
,,5415,33214,2200100,"Premsa, revistes, llibres i altres publicacions-Biblioteca F",600,,,
,,5415,33214,2269900,Altres despeses -Biblioteca Fondo,3600,,,
,,5415,33214,2279910,Contractes activitats artístiques i culturals-Biblioteca Fon,3800,,,
,,5416,33403,2279910,Contractes activitats artístiques i culturals,11300,,,
,,5417,33404,2269900,Altres despeses -Centre Rellotge XXI,1000,,,
,,5417,33404,2279909,Contractes desenvolupament serveis- Centre Rellotge XXI,108000,,,
,,5417,33405,2269900,Altres despeses -Mas Fonollar,1000,,,
,,5417,33405,2279909,Contractes desenvolupament serveis - Mas Fonollar,74350,,,
,,5417,33406,2279909,Contractes desenvolupament serveis -Servei Pidces,14000,,,
,,5417,33407,1430000,Despeses per substitució,29826.64,,,
,,5417,33407,1600000,Seguretat Social,9237.12,,,
,,5417,33407,2279909,Contractes desenvolupament serveis- Programa Joventut,10000,,,
,,5418,32601,2269900,Altres despeses,4400,,,
,,5418,32601,2279909,Contractes desenvolupament serveis,1000,,,
,,5419,23104,4890300,Transferències entitats (atenció a la dependència i a la gen,11975,,,
,,5419,23106,4800200,Transferències Serveis Socials a Institucions (Benestar Soci,15000,,,
,,5419,23113,4890100,Altres transferències (dona),4035,,,
,,5419,31100,4890300,Transferències entitats (zoonosi i protecció d'animals),1550,,,
,,5419,31101,4890300,Transferències entitats (salut pública i consum),15825,,,
,,5419,32600,4890100,Altres transferències (educació i infància),5500,,,
,,5419,33400,4890300,"Transferències entitats (cultura, gent gran, infància i jove",43512.72,,,
,,5419,33702,4890300,Transferències entitats (Infància i Joventut),5487.28,,,
,,5419,92023,1300000,Retribucions bàsiques personal laboral,32368.86,,,
,,5419,92023,1300200,Altres retribucions personal laboral,8456.64,,,
,,5419,92023,1600000,Seguretat Social,12955.56,,,
,,5419,92400,4890100,Altres transferències (cultura de proximitat),17868.41,,,
,,5419,92400,4890300,Transferències entitats (promoció de participació i ciutadan,1375,,,
,,5500,23103,2120100,Arrenjament habitatges,39000,,,
,,5500,23104,2279909,Contractes desenvolupament serveis,40000,,,
,,5500,23105,1200000,Retribució sou base funcionari A1,17475.88,,,
,,5500,23105,1200100,Retribució sou base funcionari A2,77829.22,,,
,,5500,23105,1200400,Retribució sou base funcionari C2,21301.88,,,
,,5500,23105,1200600,Triennis,13018.48,,,
,,5500,23105,1210000,Complement Destí  funcionaris,36408,,,
,,5500,23105,1210100,Complement específic funcionaris,70798.56,,,
,,5500,23105,1300000,Retribucions bàsiques personal laboral,645385.73,,,
,,5500,23105,1300200,Altres retribucions personal laboral,71763.36,,,
,,5500,23105,1430000,Despeses per substitució,140375.54,,,
,,5500,23105,1600000,Seguretat Social,337626.23,,,
,,5500,23105,2210500,Productes alimentaris,1000,,,
,,5500,23105,2230000,Transports,1000,,,
,,5500,23105,2269900,Altres despeses,1000,,,
,,5500,23105,2270400,"Custòcia, dipòsit i magatzematge",1000,,,
,,5500,23105,2279909,Contractes desenvolupament serveis,59000,,,
,,5500,23105,4800100,Transferències Serveis Socials,392500,,,
,,5500,23115,4890900,Programa Metropolità de mesures contra la pobresa energètica,0,,,
,,5500,23115,4890800,Fons d' ajuts socials,2936000,,,
,,5500,23123,2279909,Contractes desenvolupament serveis-Casals d'estiu,50000,,,
,,5500,92023,1200100,Retribució sou base funcionari A2,15479.52,,,
,,5500,92023,1200300,Retribució sou base funcionari C1,11977.38,,,
,,5500,92023,1200600,Triennis,3000.66,,,
,,5500,92023,1210000,Complement Destí  funcionaris,8481.72,,,
,,5500,92023,1210100,Complement específic funcionaris,15551.52,,,
,,5500,92023,1300000,Retribucions bàsiques personal laboral,57157.54,,,
,,5500,92023,1300200,Altres retribucions personal laboral,1583.4,,,
,,5500,92023,1600000,Seguretat Social,32363.7,,,
,,5514,23100,1200000,Retribució sou base funcionari A1,17481.68,,,
,,5514,23100,1200100,Retribució sou base funcionari A2,15496.66,,,
,,5514,23100,1200600,Triennis,4639.92,,,
,,5514,23100,1210000,Complement Destí  funcionaris,10964.16,,,
,,5514,23100,1210100,Complement específic funcionaris,16181.88,,,
,,5514,23100,1300000,Retribucions bàsiques personal laboral,33888.68,,,
,,5514,23100,1300200,Altres retribucions personal laboral,8815.8,,,
,,5514,23100,1600000,Seguretat Social,33387.84,,,
,,5514,23118,2269900,Altres despeses,3090,,,
,,5514,23118,2270600,Estudis i treballs tècnics,5000,,,
,,5514,23118,2279909,Contractes desenvolupament serveis,114000,,,
,,5514,23118,4890100,Altres transferències,8500,,,
,,5514,23118,4890101,Conveni Banc del Temps,6500,,,
,,5600,23121,2279909,Contractes desenvolupament serveis,516000,,,
,,5600,32700,1200300,Retribucions sou base funcionari C1,11859.82,,,
,,5600,32700,1200600,Trienis,1036.62,,,
,,5600,32700,1210000,Complement destí funcionaris,3696.84,,,
,,5600,32700,1210100,Complement específic funcionaris,6594.84,,,
,,5600,32700,1300000,Retribucions bàsiques personal laboral,91247.21,,,
,,5600,32700,1300200,Altres retribucions personal laboral,27997.68,,,
,,5600,32700,1600000,Seguretat Social,40247.99,,,
,,5600,92402,2260900,Actes i exposicions,8000,,,
,,5600,92402,2270600,Estudis i treballs tècnics,6000,,,
,,5600,92403,2269914,Dinamització processos,30000,,,
,,5700,33801,2030000,"Arrendaments maquinària, instal·lacions i utillatge",30000,,,
,,5700,33801,2260900,Actes i exposicions,9000,,,
,,5700,33801,2269900,Altres despeses,1000,,,
,,5700,33801,2279909,Contractes desenvolupament serveis,10000,,,
,,5800,33701,1200300,Retribucions sou base funcionari C1,14292.88,,,
,,5800,33701,1200400,Retribucions sou base funcionari C2,41710.08,,,
,,5800,33701,1200600,Trienis,5460.84,,,
,,5800,33701,1210000,Complement Desti funcionaris,18787.92,,,
,,5800,33701,1210100,Complement Específic funcionaris,48976.92,,,
,,5800,33701,1300000,Retribucions bàsiques personal laboral,140806.79,,,
,,5800,33701,1300200,Altres retribucions personal laboral,4871.64,,,
,,5800,33701,1310000,Retribucions personal eventual temporal,81268.1,,,
,,5800,33701,1430000,Despeses per substitucions,85858.82,,,
,,5800,33701,1600000,Seguretat Social,137118.61,,,
,,5800,33701,2120100,Manteniment d'edificis-casals,34000,,,
,,5800,33701,2219900,Altres subministraments,1000,,,
,,5800,33701,2230000,Transports,1000,,,
,,5800,33701,2240000,Assegurances,1000,,,
,,5800,33701,2269900,Altres despeses,21100,,,
,,5800,33701,2279909,Contractes desenvolupament serveis,35000,,,
,,5800,33701,4890100,Altres transferències,26000,,,
,,5900,34000,2269900,Altres despeses,1600,,,
,,5900,34000,2270600,Estudis i treballs Tècnics Administració,4350,,,
,,5900,34100,1300000,Retribucions bàsiques personal laboral,91993.63,,,
,,5900,34100,1300200,Altres retribucions personal laboral,11981.4,,,
,,5900,34100,1600000,Seguretat social,34538.52,,,
,,5900,34100,2260201,Publicitat i comunicació-foment esport,2500,,,
,,5900,34100,2260921,Actes i activitats esportives,43500,,,
,,5900,34100,2270600,Estudis i treballs Tècnics Promoció,4900,,,
,,5900,34100,2279915,Activitats esportives Gent Gran,38700,,,
,,5900,34100,4890700,Programes esportius,74000,,,
,,5900,34100,4890801,Conveni Consell Esportiu Barcelonès Nord,48000,,,
,,5900,34100,4890802,Associació Natació Gramenet - Ús piscina,12000,,,
,,5900,34100,4890803,Unió Colomenca d'Atelisme - Organització Cross A. Amorós,12000,,,
,,5900,34100,4890804,Club Patí Gramenet - Festival Patinatge,4200,,,
,,5900,34100,4890805,Futbol Sala La Unión - 24 hs Futbol Sala,4000,,,
,,5900,34100,4890807,Associació Esportiva Serra de Marina - Act. Esportives,2200,,,
,,5900,34100,4890808,Futbol Sala García - Promoció Futbol Sala,70000,,,
,,5900,34100,4890811,Futbol Sala Ràpid Santa Coloma - Torneig FS,4500,,,
,,5900,34100,4890812,Club Ciclista Colomenc - Cursa Veterans Festa Major,2000,,,
,,5900,34100,4890820,Associació Espanyola Contra el Càncer-Cursa per la vida,3500,,,
,,5900,34201,1300000,Retribucions bàsiques personal laboral,137098.9,,,
,,5900,34201,1300200,Altres retribucions personal laboral,3926.88,,,
,,5900,34201,1600000,Seguretat social,47455.56,,,
,,5900,34201,2120100,Manteniment d'instal·lacions esportives,25000,,,
,,5900,34201,2211100,Material Tècnic,6000,,,
,,5900,34201,2219900,Altres subministraments,3500,,,
,,5900,34201,2279919,Serveis de consergeria,420000,,,
,,5900,34201,4890815,Fundación Deportiva Grama - Gestió Nou Camp Municipal,65000,,,
,,5900,34201,4890818,Institut Numància - Pistes esportives,5400,,,
,,5900,34201,4890819,Institut Can Peixauet - Pistes Esportives,4000,,,
,,5900,34201,4890821,Centre Esportiu Raval,100000,,,
,,5900,34201,4890822,Fundación Deportiva Grama - Camp Oliveres,33000,,,
,,5900,34201,4890823,Club Esportiu Lluita Braços,500,,,
,,5900,34201,4890824,Institut Les Vinyes-Pistes Esportives,6000,,,
,,5900,34201,7700000,Subvenció obres millora i ampliació CEM Can Zam a Duet Can Z,99036,,,
,,6000,92022,1100000,Retribucions Bàsiques Eventual Gabinets,15805.1,,,
,,6000,92022,1100100,Retribucions Complementàries Eventual Ga,46558.2,,,
,,6000,92022,1600000,Seguretat Social,13417.08,,,
,,6000,92023,1200300,Retribució sou base funcionari C1,11836.86,,,
,,6000,92023,1200600,Triennis,956.88,,,
,,6000,92023,1210000,Complement Destí  funcionaris,3696.84,,,
,,6000,92023,1210100,Complement específic funcionaris,6594.84,,,
,,6000,92023,1600000,Seguretat Social,7112.28,,,
,,6000,92400,2269900,Altres despeses,500,,,
,,6100,32000,1300000,Retribucions bàsiques personal laboral,64709.18,,,
,,6100,32000,1300200,Altres retribucions personal laboral,15765.72,,,
,,6100,32000,1600000,Seguretat Social,24616.08,,,
,,6100,32000,2260300,Anuncis oficials,1000,,,
,,6100,32000,2269900,Altres despeses,500,,,
,,6100,32602,4890100,Transferències Consell Comarcal. Transport escolar,37000,,,
,,6100,32603,4890100,Convenis (educació i infància),8500,,,
,,6100,92023,1300000,Retribucions bàsiques personal laboral,30602.98,,,
,,6100,92023,1600000,Seguretat Social,9628.59,,,
,,6110,32001,2269900,Altres despeses,13000,,,
,,6110,32604,1200100,Retribució sou base funcionari A2,15325.86,,,
,,6110,32604,1210000,Complement Destí  funcionaris,4784.88,,,
,,6110,32604,1210100,Complement específic funcionaris,8956.68,,,
,,6110,32604,1300000,Retribucions bàsiques personal laboral,31323.88,,,
,,6110,32604,1300200,Altres retribucions personal laboral,2395.08,,,
,,6110,32604,1600000,Seguretat Social,19879.08,,,
,,6110,32604,4890600,Transferència a les famílies per l'adquisició de llibres,787320,,,
,,6110,32605,4890601,Transferència a les famílies per l'adquisició d'ordinadors,153600,,,
,,6120,32607,1200100,Retribució sou base funcionari A2,15730.04,,,
,,6120,32607,1200600,Triennis,2974.56,,,
,,6120,32607,1210000,Complement Destí  funcionaris,4784.88,,,
,,6120,32607,1210100,Complement específic funcionaris,8956.68,,,
,,6120,32607,1300000,Retribucions bàsiques personal laboral,21884.54,,,
,,6120,32607,1300200,Altres retribucions personal laboral,654.48,,,
,,6120,32607,1600000,Seguretat Social,17339.64,,,
,,6120,32607,2269900,Altres despeses,5000,,,
,,6120,32607,2279909,Contractes desenvolupament serveis,32000,,,
,,6120,32608,1300000,Retribucions bàsiques personal laboral,65402.38,,,
,,6120,32608,1300200,Altres retribucions personal laboral,3770.4,,,
,,6120,32608,1310000,Retribucions personal Laboral eventual,30808.3,,,
,,6120,32608,1600000,Seguretat Social,31749.63,,,
,,6120,32608,2279909,Contractes desenvolupament serveis (pla educatiu entorn),23400,,,
,,6130,32301,1300000,Retribucions bàsiques personal laboral,39990.5,,,
,,6130,32301,1300200,Altres retribucions personal laboral,1979.52,,,
,,6130,32301,1430000,Despeses per substitució,31087.04,,,
,,6130,32301,1600000,Seguretat Social,23034.6,,,
,,6130,32301,2279909,Contractes desenvolupament serveis,2000000,,,
,,6140,32302,1200300,Retribució sou base funcionari C1,12499.74,,,
,,6140,32302,1200400,Retribució sou base funcionari C2,83149.24,,,
,,6140,32302,1200600,Triennis,6986.84,,,
,,6140,32302,1210000,Complement Destí  funcionaris,28914.12,,,
,,6140,32302,1210100,Complement específic funcionaris,72059.52,,,
,,6140,32302,1300000,Retribucions bàsiques personal laboral,476742,,,
,,6140,32302,1300200,Altres retribucions personal laboral,12878.16,,,
,,6140,32302,1310000,Retribucions personal Laboral eventual,21275.12,,,
,,6140,32302,1430000,Despeses per substitució,150344.12,,,
,,6140,32302,1600000,Seguretat Social,270779.81,,,
,,6140,32302,2120100,Manteniment d'edificis -educació,40000,,,
,,6140,32302,4890100,Altres transferències,9000,,,
,,7000,15100,2200200,MATERIAL INFORMÀTIC NO INVENTARIABLE.,0,,,
,,7000,15100,1100000,Retribucions Bàsiques Eventual Gabinets,26883.6,,,
,,7000,15100,1100100,Retribucions Complementàries Eventual Ga,82116.4,,,
,,7000,15100,1200300,Retribució sou base funcionari C1,12334.66,,,
,,7000,15100,1200600,Triennis,3056.04,,,
,,7000,15100,1210000,Complement Destí  funcionaris,3696.84,,,
,,7000,15100,1210100,Complement específic funcionaris,7603.32,,,
,,7000,15100,1600000,Seguretat Social,34211.94,,,
,,7000,15100,2200100,"Premsa, revistes, llibres i altres publicacions",2700,,,
,,7000,15100,2219909,Material tècnic,1500,,,
,,7000,15100,2240000,Assegurances,23000,,,
,,7000,15100,2260300,Anuncis oficials,3000,,,
,,7000,15100,2269900,Altres despeses,2500,,,
,,7000,15100,7800000,Subvencions ascensors,54000,,,
,,7000,15310,4650000,Consell Comarcal-Rondes,25000,,,
,,7010,15001,1200000,Retribució sou base funcionari A1,58243.02,,,
,,7010,15001,1200100,Retribució sou base funcionari A2,32270.95,,,
,,7010,15001,1200300,Retribució sou base funcionari C1,96794.74,,,
,,7010,15001,1200600,Triennis,20233.68,,,
,,7010,15001,1210000,Complement Destí  funcionaris,66054.36,,,
,,7010,15001,1210100,Complement específic funcionaris,139044.72,,,
,,7010,15001,1300000,Retribucions bàsiques personal laboral,82878.78,,,
,,7010,15001,1300200,Altres retribucions personal laboral,10738.68,,,
,,7010,15001,1430000,Despeses per substitució,44164,,,
,,7010,15001,1600000,Seguretat Social,151604.56,,,
,,7100,17000,1200000,Retribució sou base funcionari A1,37326.2,,,
,,7100,17000,1200400,Retribució sou base funcionari C2,10623.81,,,
,,7100,17000,1200600,Triennis,7078.52,,,
,,7100,17000,1210000,Complement Destí  funcionaris,15510.72,,,
,,7100,17000,1210100,Complement específic funcionaris,29386.2,,,
,,7100,17000,1210300,Altres complements funcionaris,9250.68,,,
,,7100,17000,1300000,Retribucions bàsiques personal laboral,38140.04,,,
,,7100,17000,1300200,Altres retribucions personal laboral,15865.56,,,
,,7100,17000,1600000,Seguretat Social,40647.46,,,
,,7100,17000,2269900,Altres despeses,425,,,
,,7110,31103,2269900,Altres despeses,12000,,,
,,7110,31103,2270600,Estudis i treballs tècnics,66000,,,
,,7110,31103,4650000,Consell Comarcal. Centre d'acolliment d'animals,77200,,,
,,7120,17200,2270600,Estudis i treballs tècnics,53000,,,
,,7120,17200,4890100,Altres transferències,1500,,,
,,7130,17220,2270600,Estudis i treballs tècnics,7650,,,
,,7140,13600,2270600,Estudis i treballs tècnics,25000,,,
,,7140,17230,2270600,Estudis i treballs tècnics,41000,,,
,,7150,16221,2270000,Neteja,75000,,,
,,7150,16221,2270600,Estudis i treballs tècnics,37500,,,
,,7300,15000,1200000,Retribució sou base funcionari A1,36416.24,,,
,,7300,15000,1200600,Triennis,4401.96,,,
,,7300,15000,1210000,Complement Destí  funcionaris,12358.56,,,
,,7300,15000,1210100,Complement específic funcionaris,25096.2,,,
,,7300,15000,1300000,Retribucions bàsiques personal laboral,91285.98,,,
,,7300,15000,1300200,Altres retribucions personal laboral,21967.08,,,
,,7300,15000,1600000,Seguretat Social,53690.1,,,
,,7300,15000,2269900,Altres despeses,5000,,,
,,7300,15120,6000100,Expropiacions,1329116.32,,,
,,7400,15002,1200000,Retribució sou base funcionari A1,36727.32,,,
,,7400,15002,1200100,Retribució sou base funcionari A2,34027.06,,,
,,7400,15002,1200300,Retribució sou base funcionari C1,12658.4,,,
,,7400,15002,1200600,Triennis,13408.68,,,
,,7400,15002,1210000,Complement Destí  funcionaris,29401.56,,,
,,7400,15002,1210100,Complement específic funcionaris,66771.24,,,
,,7400,15002,1300000,Retribucions bàsiques personal laboral,38144.12,,,
,,7400,15002,1300200,Altres retribucions personal laboral,16971.72,,,
,,7400,15002,1600000,Seguretat Social,65287.94,,,
,,7400,15100,2270600,Estudis i treballs tècnics,18000,,,
,,7400,15100,4670300,Transferència Consorci Besós,50000,,,
,,7400,15120,6320100,"Edificis i altres construccions, inversió de reposició",22000,,,
,,7500,15003,1200000,Retribució sou base funcionari A1,38744.12,,,
,,7500,15003,1200100,Retribució sou base funcionari A2,32776.63,,,
,,7500,15003,1200300,Retribució sou base funcionari C1,23735.26,,,
,,7500,15003,1200600,Triennis,10074.56,,,
,,7500,15003,1210000,Complement Destí  funcionaris,33439.56,,,
,,7500,15003,1210100,Complement específic funcionaris,76751.64,,,
,,7500,15003,1300000,Retribucions bàsiques personal laboral,31515.26,,,
,,7500,15003,1300200,Altres retribucions personal laboral,772.08,,,
,,7500,15003,1430000,Despeses per substitució,19743.49,,,
,,7500,15003,1600000,Seguretat Social,71801.73,,,
,,7600,92024,1200000,Retribució sou base funcionari A1,20317.36,,,
,,7600,92024,1200300,Retribució sou base funcionari C1,25064.8,,,
,,7600,92024,1200400,Retribució sou base funcionari C2,10812.82,,,
,,7600,92024,1200600,Trienis,9961.8,,,
,,7600,92024,1210000,Complement Destí funcionaris,18053.88,,,
,,7600,92024,1210100,Complement específic funcionaris,51864.24,,,
,,7600,92024,1300000,Retribucions bàsiques personal laboral,159997.3,,,
,,7600,92024,1300200,Altres retribucions personal laboral,39851.52,,,
,,7600,92024,1430000,Despeses per substitució,25573.8,,,
,,7600,92024,1600000,Seguretat Social,106100.52,,,
,,7610,16211,2270000,Neteja,360000,,,
,,7610,16212,2270000,Neteja,685000,,,
,,7610,16300,2269900,Altres despeses,20000,,,
,,7610,16300,2270000,Neteja i recollida escombraries,7220000,,,
,,7610,16301,2270000,Neteja,65000,,,
,,7610,16302,2279911,Neteja i accessos mecànics,90000,,,
,,7630,32300,2270000,Neteja,1941500,,,
,,7630,33000,2270000,Neteja,375000,,,
,,7630,34000,2270000,Neteja,215000,,,
,,7630,43120,2270000,Neteja,80000,,,
,,7630,92000,2270000,Neteja,435000,,,
,,7660,43120,1200300,Retribució sou base funcionari C1,13772.76,,,
,,7660,43120,1200400,Retribució sou base funcionari C2,31656.51,,,
,,7660,43120,1200600,Triennis,4466.8,,,
,,7660,43120,1210000,Complement Destí  funcionaris,15635.76,,,
,,7660,43120,1210100,Complement específic funcionaris,40714.8,,,
,,7660,43120,1300000,Retribucions bàsiques personal laboral,114419.45,,,
,,7660,43120,1300200,Altres retribucions personal laboral,6709.68,,,
,,7660,43120,1600000,Seguretat Social,77039.41,,,
,,7660,43120,2120100,Manteniment d'edificis -mercats,90000,,,
,,7660,43120,2269900,Altres despeses,20000,,,
,,7700,15110,1200000,Retribució sou base funcionari A1,56920.18,,,
,,7700,15110,1200100,Retribució sou base funcionari A2,65692.09,,,
,,7700,15110,1200300,Retribució sou base funcionari C1,97871.18,,,
,,7700,15110,1200400,Retribució sou base funcionari C2,10362.86,,,
,,7700,15110,1200600,Triennis,29363.6,,,
,,7700,15110,1210000,Complement Destí  funcionaris,78636.6,,,
,,7700,15110,1210100,Complement específic funcionaris,172547.76,,,
,,7700,15110,1300000,Retribucions bàsiques personal laboral,50468.8,,,
,,7700,15110,1300200,Altres retribucions personal laboral,6142.32,,,
,,7700,15110,1430000,Despeses per substitució,23226.1,,,
,,7700,15110,1600000,Seguretat Social,161687.3,,,
,,7700,15110,2100300,Execució d'obres subsidiàries (disciplina urbanística),39200,,,
,,7700,15110,2269900,Altres despeses,2000,,,
,,7700,15110,2270600,Estudis i treballs tècnics,1000,,,
,,7800,15300,1200100,Retribució sou base funcionari A2,18396.08,,,
,,7800,15300,1200600,Triennis,2107.2,,,
,,7800,15300,1210000,Complement Destí  funcionaris,7508.04,,,
,,7800,15300,1210100,Complement específic funcionaris,23118.24,,,
,,7800,15300,1600000,Seguretat Social,11013.36,,,
,,7800,15300,2100100,Manteniment via pública,26000,,,
,,7800,15300,2100200,Conexió clavegueram,8600,,,
,,7800,15300,2101100,Desperfectes,11500,,,
,,7800,15300,2140100,Manteniment i neteja de vehicles,40100,,,
,,7800,15300,2219900,Altres subministraments,4400,,,
,,7800,15300,2270600,Estudis i treballs tècnics,1000,,,
,,7810,15300,1200100,Retribució sou base funcionari A2,16401.12,,,
,,7810,15300,1200300,Retribució sou base funcionari C1,27637.66,,,
,,7810,15300,1200600,Triennis,8331.54,,,
,,7810,15300,1210000,Complement Destí  funcionaris,16055.4,,,
,,7810,15300,1210100,Complement específic funcionaris,42969.48,,,
,,7810,15300,1300000,Retribucions bàsiques personal laboral,29990.44,,,
,,7810,15300,1300200,Altres retribucions personal laboral,2060.4,,,
,,7810,15300,1430000,Despeses per substitució,35518.62,,,
,,7810,15300,1600000,Seguretat Social,52666.01,,,
,,7810,15300,2100100,Manteniment via pública,347000,,,
,,7810,15300,2100300,Execució d'obres subsidiàries (guals),12000,,,
,,7810,15320,2100700,Manteniment pavimentació,730000,,,
,,7810,15330,2101700,Manteniment escales mecàniques,515000,,,
,,7810,24100,2101600,Plans d'ocupació,157500,,,
,,7820,13300,1310000,Retribucions personal Laboral eventual,36645.13,,,
,,7820,13300,1600000,Seguretat Social,11371.91,,,
,,7820,13300,2100500,Manteniment via pública i edificis,20000,,,
,,7820,13300,2100600,Manteniment semàfors,70000,,,
,,7830,16500,1200100,Retribució sou base funcionari A2,18052.4,,,
,,7830,16500,1200600,Triennis,5900.16,,,
,,7830,16500,1210000,Complement Destí  funcionaris,6622.56,,,
,,7830,16500,1210100,Complement específic funcionaris,19175.76,,,
,,7830,16500,1600000,Seguretat Social,10740.84,,,
,,7830,16500,2100800,Manteniment enllumenat,784500,,,
,,7830,16500,2130400,Escomeses i legalitat,25000,,,
,,7830,16500,2219909,Material tècnic,18000,,,
,,7840,92000,1200400,Retribució sou base funcionari C2,10379.32,,,
,,7840,92000,1200600,Triennis,650.88,,,
,,7840,92000,1210000,Complement Destí  funcionaris,3152.16,,,
,,7840,92000,1210100,Complement específic funcionaris,7704.24,,,
,,7840,92000,1300000,Retribucions bàsiques personal laboral,95285.14,,,
,,7840,92000,1300200,Altres retribucions personal laboral,19577.4,,,
,,7840,92000,1310000,Retribucions personal Laboral eventual,91075.95,,,
,,7840,92000,1430000,Despeses per substitució,43836.68,,,
,,7840,92000,1600000,Seguretat Social,94208.16,,,
,,7850,17100,1200100,Retribució sou base funcionari A2,33290.92,,,
,,7850,17100,1200600,Triennis,4214.4,,,
,,7850,17100,1210000,Complement Destí  funcionaris,12801.84,,,
,,7850,17100,1210100,Complement específic funcionaris,27443.28,,,
,,7850,17100,1600000,Seguretat Social,22186.32,,,
,,7850,17100,2100900,Manteniment jardins i mobiliari urbà,60000,,,
,,7850,17100,2270000,Neteja,1706000,,,
,,7850,33705,6090000,Jocs Infantils-Meses Concertació 2016-2019,250000,,,
,,7851,16000,2270000,Neteja,230000,,,
,,7900,32300,2120100,Manteniment d'edificis -escoles,378000,,,
,,7900,33600,6090000,Molí Ribé-Poblat Ibèric-Meses Concertació 16-19-Patrimoni hi,500000,,,
,,7900,34000,2140100,Reparació de vehicles,5000,,,
,,7900,34000,2240000,Assegurances,1444,,,
,,7900,34100,2211100,Material Tècnic,4000,,,
,,7900,34201,2120100,Manteniment d'edificis-Esports,195000,,,
,,7900,34201,2270600,Estudis i treballs Tècnics Instal·lacions,49000,,,
,,7900,34201,6320100,Edificis instal·lacions esportives: inversió reposició,50000,,,
,,7900,92000,1200000,Retribució sou base funcionari A1,18443.4,,,
,,7900,92000,1200100,Retribució sou base funcionari A2,49049.7,,,
,,7900,92000,1200600,Triennis,4491.12,,,
,,7900,92000,1210000,Complement Destí  funcionaris,24717.12,,,
,,7900,92000,1210100,Complement específic funcionaris,53535.6,,,
,,7900,92000,1300000,Retribucions bàsiques personal laboral,102630.23,,,
,,7900,92000,1300200,Altres retribucions personal laboral,28713.84,,,
,,7900,92000,1310000,Retribucions personal Laboral eventual,25059.9,,,
,,7900,92000,1430000,Despeses per substitució,70773.89,,,
,,7900,92000,1600000,Seguretat Social,120368.55,,,
,,7900,92000,2120100,Manteniment d'edificis -admon.gral,600000,,,
,,7900,92000,2130100,Manteniment instal.lacions,545000,,,
,,7900,92000,2270600,Estudis i treballs tècnics,22500,,,
